SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2018,NPOPCHG_2018,BIRTHS2018,DEATHS2018,NATURALINC2018,INTERNATIONALMIG2018,DOMESTICMIG2018,NETMIG2018,RESIDUAL2018,GQESTIMATES2018,RBIRTH2018,RDEATH2018,RNATURALINC2018,RINTERNATIONALMIG2018,RDOMESTICMIG2018,RNETMIG2018
50,2,3,17,107,Illinois,Logan County,28925,-90,283,308,-25,10,-76,-66,1,4143,9.768726269,10.63168795,-0.862961685,0.345184674,-2.623403521,-2.278218847
50,2,3,17,109,Illinois,McDonough County,29955,-368,254,294,-40,86,-418,-332,4,3329,8.4276187,9.754802747,-1.327184047,2.853445702,-13.86907329,-11.01562759
50,2,3,17,111,Illinois,McHenry County,308570,557,3043,2143,900,155,-493,-338,-5,1648,9.87052838,6.951213381,2.919314999,0.502770917,-1.599135883,-1.096364966
50,2,3,17,113,Illinois,McLean County,172828,-17,1936,1209,727,820,-1571,-751,7,10507,11.20133768,6.995050235,4.206287445,4.744368232,-9.089515235,-4.345147003
50,2,3,17,115,Illinois,Macon County,104712,-821,1268,1174,94,68,-981,-913,-2,4009,12.06211801,11.16792314,0.894194868,0.646864373,-9.331969845,-8.685105472
50,2,3,17,117,Illinois,Macoupin County,45313,-202,462,570,-108,5,-96,-91,-3,863,10.17307438,12.55119567,-2.378121284,0.110098208,-2.113885586,-2.003787378
50,2,3,17,119,Illinois,Madison County,264461,-1010,2930,2842,88,56,-1151,-1095,-3,3951,11.05802254,10.72590446,0.332118083,0.211347871,-4.343953564,-4.132605693
50,2,3,17,121,Illinois,Marion County,37620,-201,484,416,68,22,-294,-272,3,759,12.8312191,11.02848584,1.802733262,0.583237232,-7.794170279,-7.210933047
50,2,3,17,123,Illinois,Marshall County,11534,-151,109,140,-31,2,-121,-119,-1,255,9.388862569,12.05908954,-2.670226969,0.172272708,-10.42249882,-10.25022611
50,2,3,17,125,Illinois,Mason County,13565,-123,129,173,-44,0,-78,-78,-1,206,9.466847687,12.69585,-3.229002312,0,-5.724140462,-5.724140462
50,2,3,17,127,Illinois,Massac County,14080,-232,145,172,-27,-1,-204,-205,0,292,10.21414483,12.11608904,-1.90194421,-0.070442378,-14.37024514,-14.44068752
50,2,3,17,129,Illinois,Menard County,12288,2,124,137,-13,-3,20,17,-2,154,10.09196712,11.14999593,-1.058028811,-0.244160495,1.627736632,1.383576137
50,2,3,17,131,Illinois,Mercer County,15601,-22,150,179,-29,2,6,8,-1,185,9.607993851,11.46553933,-1.857545478,0.128106585,0.384319754,0.512426339
50,2,3,17,133,Illinois,Monroe County,34335,176,336,317,19,1,159,160,-3,343,9.811078343,9.256285222,0.554793121,0.029199638,4.64274243,4.671942068
50,2,3,17,135,Illinois,Montgomery County,28601,-154,263,376,-113,1,-40,-39,-2,2453,9.170792942,13.11109561,-3.940302671,0.034869935,-1.394797406,-1.359927471
50,2,3,17,137,Illinois,Morgan County,33976,-223,310,362,-52,47,-217,-170,-1,3327,9.094242758,10.61972864,-1.525485882,1.378804547,-6.36596993,-4.987165383
50,2,3,17,139,Illinois,Moultrie County,14717,14,201,144,57,2,-43,-41,-2,395,13.66417403,9.789259008,3.874915024,0.135961931,-2.923181509,-2.787219579
50,2,3,17,141,Illinois,Ogle County,50923,-109,542,478,64,15,-186,-171,-2,526,10.63214163,9.376685793,1.255455838,0.294247462,-3.64866853,-3.354421068
50,2,3,17,143,Illinois,Peoria County,180621,-1957,2361,1800,561,361,-2888,-2527,9,4811,13.00113712,9.911921564,3.089215554,1.987890936,-15.90312749,-13.91523655
50,2,3,17,145,Illinois,Perry County,21174,-123,202,226,-24,5,-106,-101,2,2473,9.512373149,10.6425561,-1.130182948,0.235454781,-4.991641355,-4.756186574
50,2,3,17,147,Illinois,Piatt County,16396,-60,187,167,20,2,-81,-79,-1,72,11.3843906,10.16680872,1.217581882,0.121758188,-4.931206624,-4.809448435
50,2,3,17,149,Illinois,Pike County,15611,-61,189,179,10,-1,-70,-71,0,489,12.0832401,11.44391523,0.639324873,-0.063932487,-4.475274111,-4.539206598
50,2,3,17,151,Illinois,Pope County,4212,18,28,35,-7,0,24,24,1,272,6.661908161,8.327385201,-1.66547704,0,5.710206995,5.710206995
50,2,3,17,153,Illinois,Pulaski County,5463,-78,76,63,13,3,-94,-91,0,21,13.81315885,11.45038168,2.362777172,0.54525627,-17.08469647,-16.5394402
50,2,3,17,155,Illinois,Putnam County,5740,22,51,64,-13,2,34,36,-1,2,8.902077151,11.17123407,-2.269156921,0.349101065,5.934718101,6.283819166
50,2,3,17,157,Illinois,Randolph County,32106,-158,329,397,-68,9,-97,-88,-2,4308,10.22215318,12.33493864,-2.112785459,0.27963337,-3.013826317,-2.734192947
50,2,3,17,159,Illinois,Richland County,15763,-85,198,180,18,1,-104,-103,0,364,12.52728481,11.38844073,1.138844073,0.063269115,-6.579987979,-6.516718864
50,2,3,17,161,Illinois,Rock Island County,143477,-816,1692,1461,231,513,-1563,-1050,3,4585,11.75939118,10.15394239,1.605448796,3.565347326,-10.86284185,-7.297494527
50,2,3,17,163,Illinois,St. Clair County,261059,-1367,3092,2722,370,14,-1755,-1741,4,4556,11.81313696,10.39953389,1.413603064,0.053487684,-6.705063182,-6.651575499
50,2,3,17,165,Illinois,Saline County,23906,-129,309,328,-19,0,-110,-110,0,883,12.890845,13.68348595,-0.792640955,0,-4.588973947,-4.588973947
50,2,3,17,167,Illinois,Sangamon County,195348,-1541,2137,2130,7,268,-1820,-1552,4,4016,10.89647331,10.8607806,0.035692706,1.366520752,-9.280103611,-7.913582859
50,2,3,17,169,Illinois,Schuyler County,6907,-69,57,76,-19,9,-58,-49,-1,463,8.211481668,10.94864222,-2.737160556,1.296549737,-8.35554275,-7.058993013
50,2,3,17,171,Illinois,Scott County,4926,-52,43,47,-4,1,-47,-46,-2,43,8.683360259,9.491114701,-0.807754443,0.201938611,-9.491114701,-9.28917609
50,2,3,17,173,Illinois,Shelby County,21741,-11,254,253,1,4,-15,-11,-1,205,11.68004047,11.63405606,0.045984411,0.183937645,-0.689766169,-0.505828524
50,2,3,17,175,Illinois,Stark County,5427,-30,60,64,-4,0,-27,-27,1,92,11.02535832,11.76038221,-0.735023888,0,-4.961411246,-4.961411246
50,2,3,17,177,Illinois,Stephenson County,44753,-228,440,551,-111,31,-146,-115,-2,836,9.806762208,12.28074086,-2.473978648,0.690930974,-3.254062005,-2.563131032
50,2,3,17,179,Illinois,Tazewell County,132328,-1063,1435,1440,-5,56,-1116,-1060,2,2566,10.80088364,10.83851738,-0.037633741,0.421497898,-8.39985097,-7.978353072
50,2,3,17,181,Illinois,Union County,16841,-144,167,224,-57,6,-93,-87,0,566,9.874061373,13.24424999,-3.370188612,0.354756696,-5.498728789,-5.143972092
50,2,3,17,183,Illinois,Vermilion County,76806,-970,960,929,31,23,-1024,-1001,0,2900,12.42059231,12.01951068,0.401081627,0.297576691,-13.24863179,-12.9510551
50,2,3,17,185,Illinois,Wabash County,11549,-1,155,127,28,37,-66,-29,0,88,13.42049439,10.99614702,2.424347374,3.203601888,-5.714533097,-2.510931209
50,2,3,17,187,Illinois,Warren County,17032,-138,203,179,24,51,-213,-162,0,978,11.87065084,10.46722414,1.4034267,2.982281738,-12.45541196,-9.473130226
50,2,3,17,189,Illinois,Washington County,13995,44,140,137,3,5,36,41,0,246,10.01932298,9.804623202,0.214699778,0.357832964,2.576397338,2.934230301
50,2,3,17,191,Illinois,Wayne County,16332,-110,195,215,-20,9,-100,-91,1,76,11.89967657,13.12015622,-1.220479649,0.549215842,-6.102398243,-5.553182401
50,2,3,17,193,Illinois,White County,13665,-260,142,198,-56,1,-205,-204,0,391,10.29358463,14.35302646,-4.059441827,0.072490033,-14.86045669,-14.78796665
50,2,3,17,195,Illinois,Whiteside County,55626,-321,578,617,-39,-4,-276,-280,-2,1011,10.36092962,11.06002348,-0.699093867,-0.071701935,-4.947433519,-5.019135454
50,2,3,17,197,Illinois,Will County,692310,1293,7619,4690,2929,536,-2176,-1640,4,8739,11.01547212,6.780753936,4.234718183,0.774943307,-3.1460385,-2.371095193
50,2,3,17,199,Illinois,Williamson County,67056,-51,736,790,-54,64,-59,5,-2,2001,10.97172842,11.77671936,-0.804990944,0.954063341,-0.879527142,0.074536199
50,2,3,17,201,Illinois,Winnebago County,284081,-659,3559,2781,778,425,-1867,-1442,5,4743,12.5136027,9.778120006,2.735482691,1.494318951,-6.56445525,-5.070136299
50,2,3,17,203,Illinois,Woodford County,38463,-236,384,402,-18,12,-231,-219,1,1005,9.953085716,10.41963661,-0.466550893,0.311033929,-5.987403126,-5.676369197
40,2,3,18,0,Indiana,Indiana,6691878,31796,81075,61864,19211,9227,3555,12782,-197,187652,12.14428444,9.266654484,2.877629951,1.38211918,0.532506089,1.914625269
50,2,3,18,1,Indiana,Adams County,35636,214,668,259,409,5,-199,-194,-1,421,18.8015424,7.289819584,11.51172282,0.140730108,-5.60105829,-5.460328183
50,2,3,18,3,Indiana,Allen County,375351,3141,5054,3135,1919,553,691,1244,-22,6110,13.52130462,8.38727542,5.134029196,1.479477929,1.848678569,3.328156498
50,2,3,18,5,Indiana,Bartholomew County,82753,324,1044,723,321,444,-443,1,2,1148,12.64060249,8.753980458,3.886622029,5.375888414,-5.363780557,0.012107857
50,2,3,18,7,Indiana,Benton County,8653,36,112,79,33,1,4,5,-2,92,12.97046902,9.148812971,3.821656051,0.115807759,0.463231037,0.579038796
50,2,3,18,9,Indiana,Blackford County,11930,-97,128,162,-34,4,-67,-63,0,163,10.68581208,13.52423091,-2.838418834,0.333931628,-5.593354761,-5.259423133
50,2,3,18,11,Indiana,Boone County,66999,1213,841,467,374,30,810,840,-1,574,12.66709342,7.033927025,5.633166397,0.451858267,12.20017321,12.65203148
50,2,3,18,13,Indiana,Brown County,15234,235,107,151,-44,0,279,279,0,163,7.078358086,9.989084775,-2.910726689,0,18.45665333,18.45665333
50,2,3,18,15,Indiana,Carroll County,20127,77,210,192,18,3,58,61,-2,106,10.45374219,9.557707146,0.896035045,0.149339174,2.887224034,3.036563208
50,2,3,18,17,Indiana,Cass County,37955,50,466,409,57,89,-97,-8,1,1047,12.28578961,10.78302136,1.502768257,2.34642763,-2.557342473,-0.210914843
50,2,3,18,19,Indiana,Clark County,117360,688,1432,1184,248,31,410,441,-1,1326,12.23764272,10.11827442,2.119368292,0.264921036,3.503794353,3.768715389
50,2,3,18,21,Indiana,Clay County,26170,15,299,286,13,-1,5,4,-2,341,11.42857143,10.93167702,0.49689441,-0.038222647,0.191113235,0.152890588
50,2,3,18,23,Indiana,Clinton County,32250,43,440,321,119,4,-81,-77,1,831,13.65251253,9.960128458,3.69238407,0.12411375,-2.513303443,-2.389189692
50,2,3,18,25,Indiana,Crawford County,10558,22,98,120,-22,0,43,43,1,62,9.291741728,11.37764293,-2.085901204,0,4.076988717,4.076988717
50,2,3,18,27,Indiana,Daviess County,33147,73,522,333,189,0,-116,-116,0,581,15.76539164,10.0572326,5.708159043,0,-3.503420365,-3.503420365
50,2,3,18,29,Indiana,Dearborn County,49568,-61,497,457,40,-14,-84,-98,-3,530,10.02046433,9.213988326,0.806476002,-0.282266601,-1.693599605,-1.975866206
50,2,3,18,31,Indiana,Decatur County,26794,142,366,276,90,10,43,53,-1,377,13.69606706,10.32818172,3.367885342,0.374209483,1.609100775,1.983310257
50,2,3,18,33,Indiana,DeKalb County,43226,404,533,412,121,-11,295,284,-1,615,12.38843436,9.576050576,2.812383786,-0.255671253,6.856638155,6.600966902
50,2,3,18,35,Indiana,Delaware County,114772,-617,1139,1187,-48,145,-716,-571,2,8885,9.897419632,10.31451897,-0.417099335,1.259987574,-6.221731744,-4.96174417
50,2,3,18,37,Indiana,Dubois County,42565,74,559,406,153,43,-122,-79,0,894,13.14428142,9.546651618,3.597629797,1.01109857,-2.868698269,-1.857599699
50,2,3,18,39,Indiana,Elkhart County,205560,1250,3054,1665,1389,131,-265,-134,-5,3669,14.90228609,8.124527289,6.777758802,0.639227072,-1.293092932,-0.65386586
50,2,3,18,41,Indiana,Fayette County,23047,-106,210,285,-75,11,-41,-30,-1,392,9.090909091,12.33766234,-3.246753247,0.476190476,-1.774891775,-1.298701299
50,2,3,18,43,Indiana,Floyd County,77781,811,889,754,135,11,667,678,-2,1330,11.48942495,9.744686626,1.744738322,0.142163863,8.620299707,8.762463571
50,2,3,18,45,Indiana,Fountain County,16351,-59,162,183,-21,0,-37,-37,-1,172,9.889808003,11.17182015,-1.282012149,0,-2.258783309,-2.258783309
50,2,3,18,47,Indiana,Franklin County,22736,-3,250,210,40,20,-63,-43,0,187,10.99505223,9.23584387,1.759208356,0.879604178,-2.770753161,-1.891148983
50,2,3,18,49,Indiana,Fulton County,20092,82,231,207,24,-1,60,59,-1,224,11.52062241,10.32367463,1.196947783,-0.049872824,2.992369458,2.942496634
50,2,3,18,51,Indiana,Gibson County,33452,-170,405,383,22,1,-192,-191,-1,738,12.07621433,11.42022244,0.65599189,0.029817813,-5.725020127,-5.695202314
50,2,3,18,53,Indiana,Grant County,65936,-346,657,807,-150,15,-209,-194,-2,4826,9.938132478,12.2071125,-2.268980018,0.226898002,-3.161445492,-2.93454749
50,2,3,18,55,Indiana,Greene County,32006,-174,309,417,-108,4,-69,-65,-1,281,9.628267847,12.99348768,-3.36521983,0.124637772,-2.150001558,-2.025363786
50,2,3,18,57,Indiana,Hamilton County,330086,7004,3791,1801,1990,547,4461,5008,6,1868,11.60803959,5.514660853,6.093378733,1.674913652,13.65957916,15.33449281
50,2,3,18,59,Indiana,Hancock County,76351,1411,788,620,168,-1,1246,1245,-2,649,10.41701093,8.196125348,2.220885578,-0.013219557,16.47156804,16.45834848
50,2,3,18,61,Indiana,Harrison County,40350,499,443,361,82,20,398,418,-1,461,11.0472438,9.002381516,2.044862284,0.498746898,9.925063279,10.42381018
50,2,3,18,63,Indiana,Hendricks County,167009,3251,1740,1104,636,187,2427,2614,1,4053,10.52100119,6.675393857,3.845607331,1.1307053,14.67498269,15.80568799
50,2,3,18,65,Indiana,Henry County,48271,24,456,550,-94,5,117,122,-4,3556,9.449014692,11.3968379,-1.947823204,0.103607617,2.424418243,2.528025861
50,2,3,18,67,Indiana,Howard County,82366,55,969,940,29,21,11,32,-6,1281,11.76849226,11.41628764,0.352204619,0.255044724,0.133594855,0.388639579
50,2,3,18,69,Indiana,Huntington County,36240,1,408,386,22,11,-31,-20,-1,1339,11.25843348,10.65136108,0.607072393,0.303536197,-0.855420191,-0.551883994
50,2,3,18,71,Indiana,Jackson County,44111,124,610,448,162,113,-150,-37,-1,595,13.84821449,10.17049195,3.677722536,2.565324979,-3.405298645,-0.839973666
50,2,3,18,73,Indiana,Jasper County,33370,-89,373,332,41,5,-136,-131,1,932,11.16281854,9.935806312,1.227012225,0.149635637,-4.070089332,-3.920453695
50,2,3,18,75,Indiana,Jay County,20764,-143,272,232,40,2,-186,-184,1,243,13.05464232,11.13484198,1.919800341,0.095990017,-8.927071585,-8.831081568
50,2,3,18,77,Indiana,Jefferson County,32208,161,373,347,26,15,120,135,0,2067,11.60999144,10.8007159,0.809275543,0.466889736,3.73511789,4.202007626
50,2,3,18,79,Indiana,Jennings County,27611,-27,305,305,0,-2,-24,-26,-1,298,11.04092382,11.04092382,0,-0.0723995,-0.868794005,-0.941193506
50,2,3,18,81,Indiana,Johnson County,156225,2303,1881,1273,608,223,1475,1698,-3,2446,12.12973203,8.209010566,3.920721464,1.438027774,9.511618684,10.94964646
50,2,3,18,83,Indiana,Knox County,36895,-199,444,397,47,10,-255,-245,-1,2119,12.00178405,10.73132493,1.270459122,0.270310452,-6.892916515,-6.622606063
50,2,3,18,85,Indiana,Kosciusko County,79344,334,1005,709,296,64,-20,44,-6,1575,12.69308006,8.95462066,3.738459401,0.808315546,-0.252598608,0.555716938
50,2,3,18,87,Indiana,LaGrange County,39330,108,712,262,450,-8,-335,-343,1,325,18.12811895,6.670740401,11.45737855,-0.20368673,-8.529381811,-8.733068541
50,2,3,18,89,Indiana,Lake County,484411,-355,5422,5015,407,133,-878,-745,-17,6417,11.18887468,10.34898682,0.839887864,0.27445967,-1.811846546,-1.537386876
50,2,3,18,91,Indiana,LaPorte County,110007,96,1252,1225,27,24,51,75,-6,6347,11.38606208,11.14051601,0.245546067,0.218263171,0.463809238,0.682072409
50,2,3,18,93,Indiana,Lawrence County,45668,43,485,555,-70,2,114,116,-3,653,10.62513008,12.158654,-1.533523928,0.043814969,2.497453255,2.541268224
50,2,3,18,95,Indiana,Madison County,129641,181,1452,1445,7,27,154,181,-7,6175,11.20798453,11.15395155,0.054032983,0.208412936,1.188725632,1.397138568
50,2,3,18,97,Indiana,Marion County,954670,5718,14009,8190,5819,2919,-2974,-55,-46,16470,14.71825814,8.604649453,6.113608689,3.066785318,-3.124569899,-0.057784581
50,2,3,18,99,Indiana,Marshall County,46248,-212,560,477,83,34,-330,-296,1,671,12.08094231,10.29037408,1.790568236,0.733485783,-7.11912672,-6.385640937
50,2,3,18,101,Indiana,Martin County,10217,31,115,101,14,-1,19,18,-1,133,11.27285203,9.900504828,1.372347204,-0.0980248,1.862471205,1.764446405
50,2,3,18,103,Indiana,Miami County,35567,-260,325,368,-43,14,-231,-217,0,3315,9.104406533,10.30898955,-1.204583018,0.39218982,-6.471132028,-6.078942208
50,2,3,18,105,Indiana,Monroe County,146917,197,1268,937,331,792,-933,-141,7,15007,8.636513791,6.382029513,2.254484278,5.394415554,-6.35478499,-0.960369436
50,2,3,18,107,Indiana,Montgomery County,38346,-51,451,385,66,37,-153,-116,-1,1176,11.75351498,10.0334884,1.720026582,0.964257326,-3.98733435,-3.023077023
50,2,3,18,109,Indiana,Morgan County,70116,306,776,659,117,17,177,194,-5,590,11.09157698,9.419264468,1.672312508,0.242985578,2.529908666,2.772894244
50,2,3,18,111,Indiana,Newton County,14011,-30,141,136,5,13,-48,-35,0,169,10.05275916,9.69627834,0.356480821,0.926850136,-3.422215885,-2.495365749
50,2,3,18,113,Indiana,Noble County,47532,148,576,444,132,14,5,19,-3,813,12.1370475,9.355640777,2.781406718,0.294997682,0.105356315,0.400353997
50,2,3,18,115,Indiana,Ohio County,5844,-1,49,73,-24,0,23,23,0,52,8.383950723,12.49037557,-4.106424844,0,3.935323809,3.935323809
50,2,3,18,117,Indiana,Orange County,19489,85,223,230,-7,8,84,92,0,258,11.46735917,11.82732111,-0.359961947,0.411385082,4.319543363,4.730928445
50,2,3,18,119,Indiana,Owen County,20845,52,203,258,-55,4,104,108,-1,197,9.750708487,12.39252606,-2.64181757,0.192132187,4.995436861,5.187569048
50,2,3,18,121,Indiana,Parke County,16927,24,195,176,19,-2,7,5,0,1556,11.52822938,10.40496601,1.123263376,-0.11823825,0.413833875,0.295595625
50,2,3,18,123,Indiana,Perry County,19102,114,199,180,19,0,94,94,1,1514,10.44893673,9.451299554,0.997637175,0,4.935678656,4.935678656
50,2,3,18,125,Indiana,Pike County,12410,78,142,151,-9,7,81,88,-1,213,11.47845768,12.20596557,-0.727507881,0.565839463,6.547570932,7.113410395
50,2,3,18,127,Indiana,Porter County,169594,1050,1696,1611,85,64,915,979,-14,3421,10.0314073,9.528653982,0.502753314,0.378543672,5.411991554,5.790535225
50,2,3,18,129,Indiana,Posey County,25540,-26,257,257,0,3,-28,-25,-1,242,10.05752749,10.05752749,0,0.117403045,-1.09576175,-0.978358705
50,2,3,18,131,Indiana,Pulaski County,12469,-49,128,136,-8,1,-42,-41,0,193,10.24532757,10.88566054,-0.640332973,0.080041622,-3.361748109,-3.281706487
50,2,3,18,133,Indiana,Putnam County,37779,169,402,345,57,23,91,114,-2,5022,10.66468583,9.152528884,1.512156946,0.610168592,2.4141453,3.024313892
50,2,3,18,135,Indiana,Randolph County,24851,-103,286,277,9,6,-116,-110,-2,329,11.48479068,11.12338119,0.361409497,0.240939665,-4.658166851,-4.417227186
50,2,3,18,137,Indiana,Ripley County,28523,38,336,294,42,15,-18,-3,-1,449,11.78781925,10.31434185,1.473477407,0.526241931,-0.631490317,-0.105248386
50,2,3,18,139,Indiana,Rush County,16663,4,198,185,13,3,-12,-9,0,178,11.88404057,11.10377528,0.78026529,0.180061221,-0.720244883,-0.540183662
50,2,3,18,141,Indiana,St. Joseph County,270771,777,3504,2493,1011,523,-752,-229,-5,11339,12.9594186,9.220271282,3.739147319,1.934296783,-2.781245088,-0.846948305
50,2,3,18,143,Indiana,Scott County,23878,25,285,309,-24,24,27,51,-2,312,11.94192454,12.94756029,-1.00563575,1.00563575,1.131340219,2.13697597
50,2,3,18,145,Indiana,Shelby County,44593,189,484,442,42,27,123,150,-3,683,10.87677113,9.932919087,0.94385204,0.606762026,2.764138117,3.370900143
50,2,3,18,147,Indiana,Spencer County,20327,-90,194,238,-44,0,-45,-45,-1,368,9.522874534,11.68270175,-2.159827214,0,-2.208914196,-2.208914196
50,2,3,18,149,Indiana,Starke County,22935,-9,256,279,-23,-1,16,15,-1,16,11.15978988,12.16242725,-1.002637372,-0.043592929,0.697486868,0.653893938
50,2,3,18,151,Indiana,Steuben County,34586,165,406,344,62,8,97,105,-2,1309,11.7669222,9.970003043,1.796919153,0.231860536,2.811308998,3.043169534
50,2,3,18,153,Indiana,Sullivan County,20690,-9,191,204,-13,-2,6,4,0,2228,9.229505424,9.857691657,-0.628186233,-0.096644036,0.289932108,0.193288072
50,2,3,18,155,Indiana,Switzerland County,10717,43,118,110,8,8,28,36,-1,107,11.03267729,10.28469917,0.747978122,0.747978122,2.617923426,3.365901547
50,2,3,18,157,Indiana,Tippecanoe County,193048,1378,2318,1190,1128,1425,-1188,237,13,15858,12.05038496,6.186349482,5.864035475,7.408023539,-6.175952256,1.232071283
50,2,3,18,159,Indiana,Tipton County,15128,-11,156,159,-3,5,-12,-7,-1,205,10.30825652,10.50649222,-0.198235702,0.330392837,-0.792942809,-0.462549972
50,2,3,18,161,Indiana,Union County,7037,-125,67,70,-3,-9,-114,-123,1,67,9.437284316,9.859849285,-0.422564969,-1.267694908,-16.05746884,-17.32516374
50,2,3,18,163,Indiana,Vanderburgh County,180974,74,2158,1890,268,48,-230,-182,-12,7077,11.92680325,10.44562472,1.481178532,0.265285707,-1.27116068,-1.005874973
50,2,3,18,165,Indiana,Vermillion County,15479,-8,148,199,-51,7,37,44,-1,209,9.55887102,12.8528063,-3.293935284,0.452108765,2.389717755,2.841826519
50,2,3,18,167,Indiana,Vigo County,107386,-295,1254,1181,73,124,-488,-364,-4,9587,11.66148224,10.98262402,0.678858216,1.153129025,-4.538120679,-3.384991654
50,2,3,18,169,Indiana,Wabash County,31280,-130,343,404,-61,2,-71,-69,0,1843,10.94273409,12.88881799,-1.946083905,0.06380603,-2.265114053,-2.201308024
50,2,3,18,171,Indiana,Warren County,8263,65,80,85,-5,3,67,70,0,84,9.71994411,10.32744062,-0.607496507,0.364497904,8.140453192,8.504951097
50,2,3,18,173,Indiana,Warrick County,62567,62,629,603,26,55,-17,38,-2,727,10.05820647,9.642445951,0.415760522,0.879493412,-0.271843418,0.607649994
50,2,3,18,175,Indiana,Washington County,27943,155,308,299,9,0,148,148,-2,261,11.05309433,10.7301143,0.322980029,0,5.311227145,5.311227145
50,2,3,18,177,Indiana,Wayne County,65936,-242,712,877,-165,37,-111,-74,-3,2705,10.77857002,13.2764128,-2.497842772,0.560122319,-1.680366956,-1.120244637
50,2,3,18,179,Indiana,Wells County,28206,192,363,244,119,16,61,77,-4,472,12.9135539,8.680184988,4.233368908,0.569192458,2.170046247,2.739238705
50,2,3,18,181,Indiana,White County,24133,-32,301,286,15,20,-66,-46,-1,307,12.46428424,11.8431405,0.621143733,0.828191644,-2.733032424,-1.90484078
50,2,3,18,183,Indiana,Whitley County,34074,297,402,311,91,10,201,211,-5,436,11.84949374,9.167145657,2.682348086,0.294763526,5.924746872,6.219510398
40,2,4,19,0,Iowa,Iowa,3156145,12508,38417,28803,9614,5828,-2886,2942,-48,98932,12.19629505,9.14412594,3.052169107,1.850222754,-0.91622218,0.934000573
50,2,4,19,1,Iowa,Adair County,7063,10,80,87,-7,0,16,16,1,151,11.33465571,12.32643808,-0.991782375,0,2.266931142,2.266931142
50,2,4,19,3,Iowa,Adams County,3645,-18,33,43,-10,0,-7,-7,-1,69,9.031198686,11.76792556,-2.736726875,0,-1.915708812,-1.915708812
50,2,4,19,5,Iowa,Allamakee County,13832,28,196,183,13,19,-2,17,-2,230,14.18439716,13.24359531,0.940801853,1.375018092,-0.144738747,1.230279346
50,2,4,19,7,Iowa,Appanoose County,12437,74,135,157,-22,4,93,97,-1,134,10.88709677,12.66129032,-1.774193548,0.322580645,7.5,7.822580645
50,2,4,19,9,Iowa,Audubon County,5506,-60,65,65,0,1,-62,-61,1,120,11.74132948,11.74132948,0,0.180635838,-11.19942197,-11.01878613
50,2,4,19,11,Iowa,Benton County,25642,9,301,246,55,7,-52,-45,-1,313,11.74061433,9.595319356,2.145294978,0.273037543,-2.028278888,-1.755241346
50,2,4,19,13,Iowa,Black Hawk County,132408,-1,1659,1210,449,359,-806,-447,-3,4976,12.5294071,9.138386131,3.391020969,2.711306298,-6.087222497,-3.375916199
50,2,4,19,15,Iowa,Boone County,26346,-130,266,294,-28,-11,-90,-101,-1,737,10.07156109,11.13172542,-1.060164325,-0.416493128,-3.407671046,-3.824164174
50,2,4,19,17,Iowa,Bremer County,24947,125,260,224,36,36,57,93,-4,1583,10.44827101,9.001587334,1.446683679,1.446683679,2.290582491,3.73726617
50,2,4,19,19,Iowa,Buchanan County,21199,43,263,204,59,4,-20,-16,0,305,12.41884075,9.632865069,2.785975682,0.188879707,-0.944398536,-0.755518829
50,2,4,19,21,Iowa,Buena Vista County,19874,-228,300,149,151,62,-443,-381,2,817,15.0090054,7.454472684,7.55453272,3.101861117,-22.16329798,-19.06143686
50,2,4,19,23,Iowa,Butler County,14539,-43,131,177,-46,14,-9,5,-2,198,8.996943786,12.15617596,-3.159232169,0.961505443,-0.618110642,0.343394801
50,2,4,19,25,Iowa,Calhoun County,9699,-50,100,128,-28,5,-27,-22,0,720,10.28383381,13.16330728,-2.879473468,0.514191691,-2.77663513,-2.262443439
50,2,4,19,27,Iowa,Carroll County,20154,-119,252,254,-2,4,-121,-117,0,405,12.46691568,12.56585945,-0.098943775,0.19788755,-5.9860984,-5.788210849
50,2,4,19,29,Iowa,Cass County,12930,-196,141,181,-40,0,-156,-156,0,299,10.82284311,13.89315321,-3.070310101,0,-11.9742094,-11.9742094
50,2,4,19,31,Iowa,Cedar County,18627,76,179,172,7,9,61,70,-1,312,9.629350691,9.252783905,0.376566787,0.484157297,3.281510571,3.765667868
50,2,4,19,33,Iowa,Cerro Gordo County,42647,-350,435,502,-67,15,-297,-282,-1,1184,10.15832983,11.72294615,-1.564616319,0.350287236,-6.935687264,-6.585400028
50,2,4,19,35,Iowa,Cherokee County,11321,-9,127,150,-23,12,2,14,0,350,11.21363295,13.24444837,-2.030815417,1.05955587,0.176592645,1.236148514
50,2,4,19,37,Iowa,Chickasaw County,11964,-72,139,113,26,2,-100,-98,0,95,11.58333333,9.416666667,2.166666667,0.166666667,-8.333333333,-8.166666667
50,2,4,19,39,Iowa,Clarke County,9423,92,123,98,25,0,67,67,0,156,13.11720166,10.45110377,2.666097899,0,7.14514237,7.14514237
50,2,4,19,41,Iowa,Clay County,16134,-19,189,166,23,11,-52,-41,-1,234,11.70749837,10.28277635,1.424722024,0.681388794,-3.221110664,-2.539721869
50,2,4,19,43,Iowa,Clayton County,17556,-94,183,195,-12,11,-93,-82,0,270,10.39595524,11.07765722,-0.681701983,0.624893484,-5.283190365,-4.658296881
