State,State Abbreviation,County,County Population
Alaska,AK,Yukon-Koyukuk Census Area,5415.0
Alaska,AK,Anchorage Municipality,296112.0
Alaska,AK,Aleutians East Borough,3425.0
Alaska,AK,Skagway Municipality,1061.0
Alaska,AK,Prince of Wales-Hyder Census Area,6474.0
Alaska,AK,Petersburg Borough,3255.0
Alaska,AK,Kusilvak Census Area,8198.0
Alaska,AK,Valdez-Cordova Census Area,9301.0
Alaska,AK,Hoonah-Angoon Census Area,2132.0
Alaska,AK,Wrangell City and Borough,2484.0
Arizona,AZ,Maricopa,4253913.0
Arizona,AZ,Graham,37879.0
Arizona,AZ,Santa Cruz,46584.0
Arizona,AZ,La Paz,20701.0
Arizona,AZ,Mohave,206064.0
Arizona,AZ,Coconino,140217.0
Arizona,AZ,Yuma,207829.0
Arizona,AZ,Greenlee,9504.0
Arizona,AZ,Pinal,419721.0
Arizona,AZ,Pima,1019722.0
Arizona,AZ,Gila,53400.0
Arizona,AZ,Cochise,126279.0
Arizona,AZ,Apache,71522.0
Arizona,AZ,Yavapai,224645.0
Arizona,AZ,Navajo,108705.0
Arkansas,AR,St. Francis,26294.0
Arkansas,AR,White,78804.0
Arkansas,AR,Nevada,8440.0
Arkansas,AR,Cross,16998.0
Arkansas,AR,Drew,18502.0
Arkansas,AR,Columbia,23892.0
Arkansas,AR,Saline,118009.0
Arkansas,AR,Van Buren,16684.0
Arkansas,AR,Izard,13559.0
Arkansas,AR,Lincoln,13695.0
Arkansas,AR,Logan,21757.0
Arkansas,AR,Crittenden,49013.0
Arkansas,AR,Franklin,17780.0
Arkansas,AR,Pike,10808.0
Arkansas,AR,Jefferson,70424.0
Arkansas,AR,Montgomery,8993.0
Arkansas,AR,Scott,10442.0
Arkansas,AR,Sebastian,127461.0
Arkansas,AR,Benton,258980.0
Arkansas,AR,Chicot,10826.0
Arkansas,AR,Johnson,26291.0
Arkansas,AR,Lee,9398.0
Arkansas,AR,Pope,63644.0
Arkansas,AR,Desha,11887.0
Arkansas,AR,Fulton,12139.0
Arkansas,AR,Garland,98296.0
Arkansas,AR,Prairie,8244.0
Arkansas,AR,Woodruff,6660.0
Arkansas,AR,Cleburne,25230.0
Arkansas,AR,Cleveland,8226.0
Arkansas,AR,Jackson,17225.0
Arkansas,AR,Hempstead,22018.0
Arkansas,AR,Sharp,17043.0
Arkansas,AR,Stone,12446.0
Arkansas,AR,Washington,228529.0
Arkansas,AR,Baxter,41219.0
Arkansas,AR,Ashley,20537.0
Arkansas,AR,Craighead,105701.0
Arkansas,AR,Greene,44623.0
Arkansas,AR,Lafayette,6915.0
Arkansas,AR,Perry,10322.0
Arkansas,AR,Phillips,19034.0
Arkansas,AR,Poinsett,24054.0
Arkansas,AR,Sevier,17193.0
Arkansas,AR,Yell,21573.0
Arkansas,AR,Calhoun,5202.0
Arkansas,AR,Clark,22385.0
Arkansas,AR,Bradley,10948.0
Arkansas,AR,Monroe,7249.0
Arkansas,AR,Polk,20163.0
Arkansas,AR,Ouachita,24106.0
Arkansas,AR,Newton,7848.0
Arkansas,AR,Little River,12417.0
Arkansas,AR,Carroll,27887.0
Arkansas,AR,Miller,43759.0
Arkansas,AR,Pulaski,393463.0
Arkansas,AR,Clay,15061.0
Arkansas,AR,Dallas,7432.0
Arkansas,AR,Randolph,17603.0
Arkansas,AR,Boone,37288.0
Arkansas,AR,Independence,37264.0
Arkansas,AR,Grant,18086.0
Arkansas,AR,Faulkner,122416.0
Arkansas,AR,Marion,16438.0
Arkansas,AR,Searcy,7923.0
Arkansas,AR,Crawford,62472.0
Arkansas,AR,Hot Spring,33520.0
Arkansas,AR,Madison,16076.0
Arkansas,AR,Howard,13389.0
Arkansas,AR,Mississippi,42831.0
Arkansas,AR,Union,39732.0
Arkansas,AR,Lawrence,16669.0
Arkansas,AR,Conway,20906.0
Arkansas,AR,Arkansas,18124.0
Arkansas,AR,Lonoke,72206.0
Oklahoma,OK,Adair,22113.0
Oklahoma,OK,Stephens,43983.0
Oklahoma,OK,Cimarron,2189.0
Oklahoma,OK,Carter,48406.0
Oklahoma,OK,Grant,4418.0
Oklahoma,OK,Greer,5943.0
Oklahoma,OK,McClain,38634.0
Oklahoma,OK,McIntosh,19819.0
Oklahoma,OK,Murray,13875.0
Oklahoma,OK,Noble,11411.0
Oklahoma,OK,Ottawa,31566.0
Oklahoma,OK,Sequoyah,41359.0
Oklahoma,OK,Wagoner,77850.0
Oklahoma,OK,Woods,9127.0
Oklahoma,OK,Caddo,29342.0
Oklahoma,OK,Muskogee,69084.0
Oklahoma,OK,Okfuskee,12115.0
Oklahoma,OK,Bryan,45759.0
Oklahoma,OK,Harper,3847.0
Oklahoma,OK,Kay,44880.0
Oklahoma,OK,Craig,14493.0
Oklahoma,OK,Tulsa,642781.0
Oklahoma,OK,Canadian,136710.0
Oklahoma,OK,Harmon,2721.0
Oklahoma,OK,Pushmataha,11119.0
Oklahoma,OK,Latimer,10495.0
Oklahoma,OK,Osage,47311.0
Oklahoma,OK,Texas,21121.0
Oklahoma,OK,Garfield,62190.0
Oklahoma,OK,Johnston,11041.0
Oklahoma,OK,Pittsburg,44382.0
Oklahoma,OK,Roger Mills,3708.0
Oklahoma,OK,Woodward,20967.0
Oklahoma,OK,Cherokee,48599.0
Oklahoma,OK,Delaware,42112.0
Oklahoma,OK,Ellis,4072.0
Oklahoma,OK,Grady,54733.0
Oklahoma,OK,Payne,81512.0
Oklahoma,OK,Pottawatomie,72000.0
Oklahoma,OK,Creek,71160.0
Oklahoma,OK,Tillman,7515.0
Oklahoma,OK,Washita,11432.0
Oklahoma,OK,Cotton,5929.0
Oklahoma,OK,Kiowa,9001.0
Oklahoma,OK,Le Flore,49909.0
Oklahoma,OK,McCurtain,32966.0
Oklahoma,OK,Major,7718.0
Oklahoma,OK,Mayes,40980.0
Oklahoma,OK,Oklahoma,782051.0
Oklahoma,OK,Custer,29209.0
Oklahoma,OK,Beaver,5415.0
Oklahoma,OK,Love,9933.0
Oklahoma,OK,Beckham,22621.0
Oklahoma,OK,Choctaw,14886.0
Oklahoma,OK,Jackson,25384.0
Oklahoma,OK,Lincoln,34854.0
Oklahoma,OK,Seminole,25071.0
Oklahoma,OK,Blaine,9634.0
Oklahoma,OK,Coal,5618.0
Oklahoma,OK,Kingfisher,15618.0
Oklahoma,OK,Marshall,16376.0
Oklahoma,OK,Nowata,10383.0
Oklahoma,OK,Rogers,90814.0
Oklahoma,OK,Alfalfa,5857.0
Oklahoma,OK,Cleveland,276733.0
Oklahoma,OK,Atoka,13874.0
Oklahoma,OK,Dewey,4918.0
Oklahoma,OK,Logan,46044.0
Oklahoma,OK,Washington,52001.0
Oklahoma,OK,Haskell,12704.0
Oklahoma,OK,Okmulgee,38889.0
Oklahoma,OK,Jefferson,6223.0
Oklahoma,OK,Garvin,27823.0
Oklahoma,OK,Pontotoc,38358.0
Oklahoma,OK,Hughes,13460.0
Oklahoma,OK,Comanche,122561.0
Oklahoma,OK,Pawnee,16428.0
Oregon,OR,Marion,335553.0
Oregon,OR,Jackson,214267.0
Oregon,OR,Grant,7183.0
Oregon,OR,Jefferson,23143.0
Oregon,OR,Clackamas,405788.0
Oregon,OR,Linn,122870.0
Oregon,OR,Tillamook,26076.0
Oregon,OR,Baker,15984.0
Oregon,OR,Josephine,85481.0
Oregon,OR,Umatilla,76898.0
Oregon,OR,Lincoln,47881.0
Oregon,OR,Columbia,50851.0
Oregon,OR,Sherman,1605.0
Oregon,OR,Wasco,25866.0
Oregon,OR,Lane,368882.0
Oregon,OR,Malheur,30431.0
Oregon,OR,Washington,581821.0
Oregon,OR,Morrow,11215.0
Oregon,OR,Clatsop,38562.0
Oregon,OR,Curry,22507.0
Oregon,OR,Gilliam,1907.0
Oregon,OR,Lake,7843.0
Oregon,OR,Union,26028.0
Oregon,OR,Douglas,108323.0
Oregon,OR,Polk,81427.0
Oregon,OR,Deschutes,180640.0
Oregon,OR,Yamhill,103820.0
Oregon,OR,Klamath,66310.0
Oregon,OR,Benton,89780.0
Oregon,OR,Crook,22337.0
Oregon,OR,Harney,7228.0
Oregon,OR,Wallowa,6924.0
Oregon,OR,Wheeler,1426.0
Oregon,OR,Coos,63308.0
Oregon,OR,Hood River,23131.0
Oregon,OR,Multnomah,798647.0
Pennsylvania,PA,Delaware,563527.0
Pennsylvania,PA,Union,45114.0
Pennsylvania,PA,Wayne,51536.0
Pennsylvania,PA,Dauphin,274515.0
Pennsylvania,PA,Westmoreland,354751.0
Pennsylvania,PA,Forest,7351.0
Pennsylvania,PA,Monroe,167586.0
Pennsylvania,PA,Philadelphia,1575522.0
Pennsylvania,PA,Blair,123842.0
Pennsylvania,PA,Cambria,134550.0
Pennsylvania,PA,Berks,416642.0
Pennsylvania,PA,Huntingdon,45421.0
Pennsylvania,PA,Lawrence,87382.0
Pennsylvania,PA,Mifflin,46362.0
Pennsylvania,PA,Cumberland,247433.0
Pennsylvania,PA,Allegheny,1225561.0
Pennsylvania,PA,Snyder,40466.0
Pennsylvania,PA,Susquehanna,41340.0
Pennsylvania,PA,Crawford,86164.0
Pennsylvania,PA,Erie,275972.0
Pennsylvania,PA,Fulton,14506.0
Pennsylvania,PA,Juniata,24562.0
Pennsylvania,PA,Schuylkill,143555.0
Pennsylvania,PA,Wyoming,27588.0
Pennsylvania,PA,Adams,102023.0
Pennsylvania,PA,Armstrong,66331.0
Pennsylvania,PA,Clinton,39074.0
Pennsylvania,PA,Carbon,63931.0
Pennsylvania,PA,Centre,161443.0
Pennsylvania,PA,Northumberland,92325.0
Pennsylvania,PA,Northampton,301778.0
Pennsylvania,PA,Cameron,4686.0
Pennsylvania,PA,Venango,52376.0
Pennsylvania,PA,Beaver,166896.0
Pennsylvania,PA,Bucks,626370.0
Pennsylvania,PA,Lackawanna,211454.0
Pennsylvania,PA,McKean,41806.0
Pennsylvania,PA,Fayette,132289.0
Pennsylvania,PA,Montgomery,821301.0
Pennsylvania,PA,Greene,37144.0
Pennsylvania,PA,Lebanon,138674.0
Pennsylvania,PA,Luzerne,317884.0
Pennsylvania,PA,Montour,18294.0
Pennsylvania,PA,Columbia,66220.0
Pennsylvania,PA,Butler,186566.0
Pennsylvania,PA,Jefferson,44084.0
Pennsylvania,PA,Lancaster,538347.0
Pennsylvania,PA,Perry,45924.0
Pennsylvania,PA,Potter,16937.0
Pennsylvania,PA,Tioga,41226.0
Pennsylvania,PA,Franklin,153751.0
Pennsylvania,PA,Bedford,48611.0
Pennsylvania,PA,Somerset,74949.0
Pennsylvania,PA,York,444014.0
Pennsylvania,PA,Bradford,61304.0
Pennsylvania,PA,Chester,517156.0
Pennsylvania,PA,Indiana,85755.0
Pennsylvania,PA,Washington,207547.0
Pennsylvania,PA,Pike,55498.0
Pennsylvania,PA,Lehigh,362613.0
Pennsylvania,PA,Clarion,38827.0
Pennsylvania,PA,Clearfield,80216.0
Pennsylvania,PA,Lycoming,114859.0
Pennsylvania,PA,Warren,40035.0
Pennsylvania,PA,Elk,30608.0
Pennsylvania,PA,Mercer,112630.0
Pennsylvania,PA,Sullivan,6177.0
Rhode Island,RI,Providence,634533.0
Rhode Island,RI,Bristol,48900.0
Rhode Island,RI,Newport,83075.0
Rhode Island,RI,Kent,163861.0
Rhode Island,RI,Washington,126242.0
South Carolina,SC,Aiken,166926.0
South Carolina,SC,Newberry,38068.0
South Carolina,SC,Edgefield,26769.0
South Carolina,SC,Clarendon,34017.0
South Carolina,SC,Colleton,37568.0
South Carolina,SC,Sumter,106995.0
South Carolina,SC,Lexington,286316.0
South Carolina,SC,Barnwell,21577.0
South Carolina,SC,York,258641.0
South Carolina,SC,Berkeley,209065.0
South Carolina,SC,Darlington,67253.0
South Carolina,SC,Georgetown,61605.0
South Carolina,SC,Anderson,195995.0
South Carolina,SC,Chesterfield,46024.0
South Carolina,SC,Greenwood,70264.0
South Carolina,SC,Horry,320915.0
South Carolina,SC,Kershaw,64361.0
South Carolina,SC,Orangeburg,88454.0
South Carolina,SC,Abbeville,24657.0
South Carolina,SC,Bamberg,14600.0
South Carolina,SC,Calhoun,14713.0
South Carolina,SC,Dillon,30871.0
South Carolina,SC,Richland,408263.0
South Carolina,SC,Fairfield,22712.0
South Carolina,SC,Hampton,19807.0
South Carolina,SC,Greenville,498402.0
South Carolina,SC,Lancaster,89546.0
South Carolina,SC,Dorchester,155474.0
South Carolina,SC,Florence,138561.0
South Carolina,SC,Laurens,66710.0
South Carolina,SC,McCormick,9606.0
South Carolina,SC,Pickens,122746.0
South Carolina,SC,Union,27644.0
South Carolina,SC,Williamsburg,31794.0
South Carolina,SC,Oconee,76696.0
South Carolina,SC,Allendale,9214.0
South Carolina,SC,Chester,32326.0
South Carolina,SC,Marion,31562.0
South Carolina,SC,Charleston,394708.0
South Carolina,SC,Marlboro,27131.0
South Carolina,SC,Cherokee,56711.0
South Carolina,SC,Jasper,27900.0
South Carolina,SC,Lee,17606.0
South Carolina,SC,Spartanburg,302195.0
South Carolina,SC,Beaufort,182658.0
South Carolina,SC,Saluda,20299.0
South Dakota,SD,Aurora,2759.0
South Dakota,SD,Grant,7217.0
South Dakota,SD,Tripp,5468.0
South Dakota,SD,Jackson,3287.0
South Dakota,SD,Minnehaha,186749.0
South Dakota,SD,Custer,8573.0
South Dakota,SD,Hyde,1331.0
South Dakota,SD,Clark,3673.0
South Dakota,SD,Faulk,2322.0
South Dakota,SD,Kingsbury,4967.0
South Dakota,SD,Walworth,5510.0
South Dakota,SD,Clay,13925.0
South Dakota,SD,Day,5506.0
South Dakota,SD,Douglas,2930.0
South Dakota,SD,Harding,1311.0
South Dakota,SD,McPherson,2364.0
South Dakota,SD,Roberts,10285.0
South Dakota,SD,Sully,1331.0
South Dakota,SD,Lincoln,54914.0
South Dakota,SD,Lake,12574.0
South Dakota,SD,Lawrence,25234.0
South Dakota,SD,Codington,27993.0
South Dakota,SD,Butte,10177.0
South Dakota,SD,Corson,4168.0
South Dakota,SD,Edmunds,3940.0
South Dakota,SD,Campbell,1435.0
South Dakota,SD,Bennett,3437.0
South Dakota,SD,Haakon,2082.0
South Dakota,SD,Jones,735.0
South Dakota,SD,Meade,27424.0
South Dakota,SD,McCook,5511.0
South Dakota,SD,Turner,8264.0
South Dakota,SD,Brown,38840.0
South Dakota,SD,Hanson,3397.0
South Dakota,SD,Mellette,2055.0
South Dakota,SD,Perkins,2907.0
South Dakota,SD,Pennington,109294.0
South Dakota,SD,Union,15177.0
South Dakota,SD,Miner,2229.0
South Dakota,SD,Ziebach,2814.0
South Dakota,SD,Deuel,4306.0
South Dakota,SD,Bon Homme,6969.0
South Dakota,SD,Brule,5256.0
South Dakota,SD,Fall River,6774.0
South Dakota,SD,Gregory,4201.0
South Dakota,SD,Oglala Lakota,14335.0
South Dakota,SD,Hutchinson,7315.0
South Dakota,SD,Buffalo,2053.0
South Dakota,SD,Dewey,5779.0
South Dakota,SD,Hughes,17617.0
South Dakota,SD,Sanborn,2388.0
South Dakota,SD,Hand,3301.0
South Dakota,SD,Yankton,22717.0
South Dakota,SD,Beadle,18374.0
South Dakota,SD,Davison,19901.0
South Dakota,SD,Jerauld,2029.0
South Dakota,SD,Stanley,2997.0
South Dakota,SD,Potter,2326.0
South Dakota,SD,Charles Mix,9344.0
South Dakota,SD,Marshall,4895.0
South Dakota,SD,Moody,6506.0
South Dakota,SD,Todd,10146.0
South Dakota,SD,Lyman,3869.0
South Dakota,SD,Spink,6543.0
South Dakota,SD,Brookings,34239.0
South Dakota,SD,Hamlin,6000.0
Tennessee,TN,Maury,89776.0
Tennessee,TN,Union,19293.0
Tennessee,TN,Montgomery,196387.0
Tennessee,TN,Dickson,51988.0
Tennessee,TN,Morgan,21596.0
Tennessee,TN,Grundy,13331.0
Tennessee,TN,Monroe,45876.0
Tennessee,TN,Henry,32279.0
Tennessee,TN,Cocke,35336.0
Tennessee,TN,Crockett,14499.0
Tennessee,TN,DeKalb,19601.0
Tennessee,TN,Lake,7526.0
Tennessee,TN,Knox,456185.0
Tennessee,TN,Lewis,11956.0
Tennessee,TN,McMinn,52773.0
Tennessee,TN,Marshall,32269.0
Tennessee,TN,Obion,30520.0
Tennessee,TN,Rhea,32628.0
Tennessee,TN,Scott,21954.0
Tennessee,TN,Tipton,61446.0
Tennessee,TN,Anderson,75775.0
Tennessee,TN,Dyer,37576.0
Tennessee,TN,Fentress,17994.0
Tennessee,TN,Gibson,49175.0
Tennessee,TN,Hamilton,357546.0
Tennessee,TN,Loudon,51610.0
Tennessee,TN,Rutherford,307128.0
Tennessee,TN,Smith,19458.0
Tennessee,TN,Wilson,132663.0
Tennessee,TN,Sullivan,156734.0
Tennessee,TN,Warren,40454.0
Tennessee,TN,Washington,127055.0
Tennessee,TN,Benton,16112.0
Tennessee,TN,Campbell,39687.0
Tennessee,TN,Cannon,13976.0
Tennessee,TN,Fayette,39692.0
Tennessee,TN,Hancock,6585.0
Tennessee,TN,Johnson,17789.0
Tennessee,TN,Lincoln,33711.0
Tennessee,TN,Moore,6322.0
Tennessee,TN,Franklin,41512.0
Tennessee,TN,Blount,128443.0
Tennessee,TN,Lawrence,42937.0
Tennessee,TN,Carter,56391.0
Tennessee,TN,Grainger,23013.0
Tennessee,TN,Lauderdale,26297.0
Tennessee,TN,Marion,28417.0
Tennessee,TN,Overton,22004.0
Tennessee,TN,Sumner,179473.0
Tennessee,TN,Trousdale,9573.0
Tennessee,TN,Williamson,218648.0
Tennessee,TN,Clay,7686.0
Tennessee,TN,Greene,68669.0
Tennessee,TN,Shelby,937005.0
Tennessee,TN,Van Buren,5704.0
Tennessee,TN,Henderson,27859.0
Tennessee,TN,Hickman,24678.0
Tennessee,TN,Jefferson,53247.0
Tennessee,TN,Sequatchie,14730.0
Tennessee,TN,Sevier,96287.0
Tennessee,TN,Carroll,28018.0
Tennessee,TN,Chester,17150.0
Tennessee,TN,Davidson,684017.0
Tennessee,TN,Jackson,11615.0
Tennessee,TN,Perry,7912.0
Tennessee,TN,Roane,52897.0
Tennessee,TN,Meigs,11962.0
Tennessee,TN,Hamblen,63740.0
Tennessee,TN,Haywood,17779.0
Tennessee,TN,Houston,8176.0
Tennessee,TN,Hardin,25771.0
Tennessee,TN,Hardeman,25562.0
Tennessee,TN,Polk,16782.0
Tennessee,TN,White,26580.0
Tennessee,TN,Unicoi,17780.0
Tennessee,TN,Weakley,33626.0
Tennessee,TN,Bledsoe,14602.0
Tennessee,TN,Coffee,54531.0
Tennessee,TN,Hawkins,56402.0
Tennessee,TN,Macon,23487.0
Tennessee,TN,Robertson,69344.0
Tennessee,TN,Cheatham,39929.0
Tennessee,TN,Giles,29167.0
Tennessee,TN,Madison,97682.0
Tennessee,TN,Pickett,5088.0
Tennessee,TN,Wayne,16649.0
Tennessee,TN,Bedford,47558.0
Tennessee,TN,Cumberland,58634.0
Tennessee,TN,Claiborne,31613.0
Tennessee,TN,Humphreys,18318.0
Tennessee,TN,Putnam,76440.0
Tennessee,TN,Stewart,13301.0
Tennessee,TN,Decatur,11683.0
Tennessee,TN,McNairy,25903.0
Tennessee,TN,Bradley,104557.0
Iowa,IA,Cass,13191.0
Iowa,IA,Cherokee,11468.0
Iowa,IA,Crawford,17132.0
Iowa,IA,Des Moines,39600.0
Iowa,IA,Fayette,19929.0
Iowa,IA,Harrison,14143.0
Iowa,IA,Kossuth,15075.0
Iowa,IA,Mills,14957.0
Iowa,IA,Monona,8796.0
Iowa,IA,Muscatine,42950.0
Iowa,IA,Osceola,6115.0
Iowa,IA,Polk,474274.0
Iowa,IA,Webster,36757.0
Iowa,IA,Story,96922.0
Iowa,IA,Woodbury,102398.0
Iowa,IA,Black Hawk,133009.0
Iowa,IA,Grundy,12341.0
Iowa,IA,Jackson,19395.0
Iowa,IA,Jones,20568.0
Iowa,IA,Lee,34541.0
Iowa,IA,Mitchell,10631.0
Iowa,IA,Warren,49361.0
Iowa,IA,Sac,9868.0
Iowa,IA,Plymouth,25039.0
Iowa,IA,Clay,16313.0
Iowa,IA,Clinton,47218.0
Iowa,IA,Delaware,17258.0
Iowa,IA,Wayne,6413.0
Iowa,IA,Linn,222121.0
Iowa,IA,Scott,172288.0
Iowa,IA,O'Brien,13911.0
Iowa,IA,Benton,25626.0
Iowa,IA,Dubuque,96802.0
Iowa,IA,Hamilton,15110.0
Iowa,IA,Pocahontas,6898.0
Iowa,IA,Union,12453.0
Iowa,IA,Van Buren,7223.0
Iowa,IA,Ringgold,4984.0
Iowa,IA,Davis,8885.0
Iowa,IA,Adair,7124.0
Iowa,IA,Audubon,5637.0
Iowa,IA,Clarke,9282.0
Iowa,IA,Ida,6916.0
Iowa,IA,Keokuk,10200.0
Iowa,IA,Monroe,7863.0
Iowa,IA,Wapello,35315.0
Iowa,IA,Sioux,34825.0
Iowa,IA,Calhoun,9780.0
Iowa,IA,Cedar,18445.0
Iowa,IA,Cerro Gordo,42984.0
Iowa,IA,Greene,9003.0
Iowa,IA,Hardin,17127.0
Iowa,IA,Lucas,8597.0
Iowa,IA,Winnebago,10571.0
Iowa,IA,Palo Alto,9055.0
Iowa,IA,Appanoose,12510.0
Iowa,IA,Iowa,16207.0
Iowa,IA,Jasper,36891.0
Iowa,IA,Winneshiek,20401.0
Iowa,IA,Poweshiek,18605.0
Iowa,IA,Marshall,40271.0
Iowa,IA,Boone,26399.0
Iowa,IA,Bremer,24782.0
Iowa,IA,Howard,9264.0
Iowa,IA,Emmet,9551.0
Iowa,IA,Hancock,10888.0
Iowa,IA,Madison,15890.0
Iowa,IA,Marion,33207.0
Iowa,IA,Wright,12804.0
Iowa,IA,Montgomery,10155.0
Iowa,IA,Mahaska,22208.0
Iowa,IA,Buchanan,21125.0
Iowa,IA,Decatur,8044.0
Iowa,IA,Jefferson,18077.0
Iowa,IA,Allamakee,13880.0
Iowa,IA,Dallas,84002.0
Iowa,IA,Butler,14735.0
Iowa,IA,Fremont,6968.0
Iowa,IA,Taylor,6201.0
Iowa,IA,Worth,7489.0
Iowa,IA,Adams,3726.0
Iowa,IA,Chickasaw,12099.0
Iowa,IA,Dickinson,17056.0
Iowa,IA,Johnson,147001.0
Iowa,IA,Tama,17136.0
Iowa,IA,Franklin,10245.0
Iowa,IA,Carroll,20344.0
Iowa,IA,Floyd,15858.0
Iowa,IA,Louisa,11223.0
Iowa,IA,Lyon,11769.0
Iowa,IA,Shelby,11694.0
Iowa,IA,Henry,19926.0
Iowa,IA,Page,15363.0
Iowa,IA,Pottawattamie,93503.0
Iowa,IA,Clayton,17672.0
Iowa,IA,Buena Vista,20260.0
Iowa,IA,Guthrie,10674.0
Iowa,IA,Humboldt,9566.0
Iowa,IA,Washington,22143.0
Kansas,KS,Smith,3663.0
Kansas,KS,Grant,7616.0
Kansas,KS,Kingman,7470.0
Kansas,KS,Butler,66468.0
Kansas,KS,Nemaha,10104.0
Kansas,KS,Pottawatomie,23545.0
Kansas,KS,Cherokee,20331.0
Kansas,KS,Lincoln,3097.0
Kansas,KS,Sumner,23208.0
Kansas,KS,Trego,2858.0
Kansas,KS,Wilson,8780.0
Kansas,KS,Woodson,3170.0
Kansas,KS,Ness,2955.0
Kansas,KS,Osborne,3603.0
Kansas,KS,Bourbon,14702.0
Kansas,KS,Hamilton,2616.0
Kansas,KS,Kiowa,2526.0
Kansas,KS,Shawnee,178284.0
Kansas,KS,Sherman,5966.0
Kansas,KS,Thomas,7824.0
Kansas,KS,Montgomery,32970.0
Kansas,KS,Morris,5566.0
Kansas,KS,Rawlins,2509.0
Kansas,KS,Rooks,5118.0
Kansas,KS,Clark,2053.0
Kansas,KS,Ellsworth,6293.0
Kansas,KS,Harper,5673.0
Kansas,KS,Russell,6977.0
Kansas,KS,Lyon,33299.0
Kansas,KS,Pawnee,6709.0
Kansas,KS,Allen,12630.0
Kansas,KS,Comanche,1780.0
Kansas,KS,Elk,2562.0
Kansas,KS,Gove,2619.0
Kansas,KS,Harvey,34555.0
Kansas,KS,Hodgeman,1842.0
Kansas,KS,Kearny,3932.0
Kansas,KS,Stafford,4214.0
Kansas,KS,McPherson,28630.0
Kansas,KS,Osage,15882.0
Kansas,KS,Greeley,1200.0
Kansas,KS,Coffey,8296.0
Kansas,KS,Crawford,39108.0
Kansas,KS,Ellis,28878.0
Kansas,KS,Greenwood,6156.0
Kansas,KS,Labette,20367.0
Kansas,KS,Linn,9635.0
Kansas,KS,Sedgwick,512064.0
Kansas,KS,Seward,22692.0
Kansas,KS,Republic,4686.0
Kansas,KS,Graham,2545.0
Kansas,KS,Johnson,585502.0
Kansas,KS,Douglas,119319.0
Kansas,KS,Sheridan,2506.0
Kansas,KS,Miami,33127.0
Kansas,KS,Gray,6037.0
Kansas,KS,Wallace,1575.0
Kansas,KS,Stevens,5686.0
Kansas,KS,Washington,5525.0
Kansas,KS,Chautauqua,3367.0
Kansas,KS,Morton,2838.0
Kansas,KS,Reno,63101.0
Kansas,KS,Cloud,9060.0
Kansas,KS,Scott,4949.0
Kansas,KS,Doniphan,7736.0
Kansas,KS,Haskell,4047.0
Kansas,KS,Lane,1642.0
Kansas,KS,Neosho,16125.0
Kansas,KS,Brown,9664.0
Kansas,KS,Phillips,5408.0
Kansas,KS,Riley,75296.0
Kansas,KS,Decatur,2881.0
Kansas,KS,Jefferson,18888.0
Kansas,KS,Jackson,13318.0
Kansas,KS,Logan,2810.0
Kansas,KS,Wyandotte,164345.0
Kansas,KS,Clay,8142.0
Kansas,KS,Saline,54977.0
Kansas,KS,Wabaunsee,6888.0
Kansas,KS,Mitchell,6222.0
Kansas,KS,Atchison,16363.0
Kansas,KS,Finney,36957.0
Kansas,KS,Leavenworth,80042.0
Kansas,KS,Stanton,2063.0
Kansas,KS,Meade,4261.0
Kansas,KS,Pratt,9582.0
Kansas,KS,Anderson,7852.0
Kansas,KS,Geary,34895.0
Kansas,KS,Ford,34484.0
Kansas,KS,Marshall,9798.0
Kansas,KS,Cheyenne,2677.0
Kansas,KS,Cowley,35591.0
Kansas,KS,Franklin,25563.0
Kansas,KS,Jewell,2916.0
Kansas,KS,Rice,9762.0
Kansas,KS,Chase,2645.0
Kansas,KS,Wichita,2143.0
Kansas,KS,Norton,5486.0
Kansas,KS,Barton,26791.0
Kansas,KS,Edwards,2925.0
Kansas,KS,Rush,3102.0
Kansas,KS,Marion,12032.0
Kansas,KS,Ottawa,5902.0
Kansas,KS,Barber,4733.0
Kansas,KS,Dickinson,19004.0
Kentucky,KY,Butler,12745.0
Kentucky,KY,Edmonson,12122.0
Kentucky,KY,Harrison,18668.0
Kentucky,KY,Bracken,8306.0
Kentucky,KY,Lyon,8186.0
Kentucky,KY,Elliott,7517.0
Kentucky,KY,Jefferson,767154.0
Kentucky,KY,Larue,14156.0
Kentucky,KY,Mason,17153.0
Kentucky,KY,Mercer,21516.0
Kentucky,KY,Robertson,2143.0
Kentucky,KY,Russell,17760.0
Kentucky,KY,Washington,12019.0
Kentucky,KY,Ballard,8090.0
Kentucky,KY,Barren,43680.0
Kentucky,KY,Green,11023.0
Kentucky,KY,Hancock,8719.0
Kentucky,KY,Martin,11919.0
Kentucky,KY,Hardin,108095.0
Kentucky,KY,McLean,9331.0
Kentucky,KY,Ohio,24071.0
Kentucky,KY,Powell,12321.0
Kentucky,KY,Webster,13155.0
Kentucky,KY,Caldwell,12727.0
Kentucky,KY,Casey,15796.0
Kentucky,KY,Christian,72263.0
Kentucky,KY,Grayson,26178.0
Kentucky,KY,Henry,15814.0
Kentucky,KY,Hopkins,45664.0
Kentucky,KY,Jackson,13373.0
Kentucky,KY,Laurel,60180.0
Kentucky,KY,Marshall,31166.0
Kentucky,KY,Meade,28326.0
Kentucky,KY,Montgomery,27759.0
Kentucky,KY,Nicholas,7100.0
Kentucky,KY,Oldham,65374.0
Kentucky,KY,Owen,10741.0
