Population,County,State
36872.0,Moca Municipio,Puerto Rico
1314.0,Culebra Municipio,Puerto Rico
28633.0,Salinas Municipio,Puerto Rico
24299.0,Barceloneta Municipio,Puerto Rico
36439.0,Yauco Municipio,Puerto Rico
88663.0,Guaynabo Municipio,Puerto Rico
49005.0,Cabo Rojo Municipio,Puerto Rico
32001.0,Fajardo Municipio,Puerto Rico
17334.0,Patillas Municipio,Puerto Rico
14269.0,Rinc�n Municipio,Puerto Rico
26275.0,Aguas Buenas Municipio,Puerto Rico
182955.0,Bayam�n Municipio,Puerto Rico
44530.0,Cayey Municipio,Puerto Rico
11023.0,Maunabo Municipio,Puerto Rico
20984.0,Pe�uelas Municipio,Puerto Rico
37964.0,San Sebasti�n Municipio,Puerto Rico
73405.0,Toa Alta Municipio,Puerto Rico
8771.0,Vieques Municipio,Puerto Rico
34149.0,Yabucoa Municipio,Puerto Rico
131363.0,Caguas Municipio,Puerto Rico
46108.0,Can�vanas Municipio,Puerto Rico
39265.0,Coamo Municipio,Puerto Rico
37208.0,Dorado Municipio,Puerto Rico
28755.0,Barranquitas Municipio,Puerto Rico
21407.0,Orocovis Municipio,Puerto Rico
27368.0,A�asco Municipio,Puerto Rico
11853.0,Ceiba Municipio,Puerto Rico
19539.0,Comer�o Municipio,Puerto Rico
42420.0,Isabela Municipio,Puerto Rico
26451.0,Lares Municipio,Puerto Rico
37768.0,Las Piedras Municipio,Puerto Rico
344606.0,San Juan Municipio,Puerto Rico
37724.0,Vega Alta Municipio,Puerto Rico
6202.0,Maricao Municipio,Puerto Rico
23457.0,Aibonito Municipio,Puerto Rico
39128.0,Juncos Municipio,Puerto Rico
23054.0,Sabana Grande Municipio,Puerto Rico
16180.0,Hormigueros Municipio,Puerto Rico
18181.0,Adjuntas Municipio,Puerto Rico
32222.0,Camuy Municipio,Puerto Rico
16783.0,Gu�nica Municipio,Puerto Rico
39692.0,Manat� Municipio,Puerto Rico
26266.0,Naguabo Municipio,Puerto Rico
28557.0,Naranjito Municipio,Puerto Rico
32114.0,San Germ�n Municipio,Puerto Rico
29402.0,Utuado Municipio,Puerto Rico
87242.0,Arecibo Municipio,Puerto Rico
18111.0,Arroyo Municipio,Puerto Rico
24888.0,Cata�o Municipio,Puerto Rico
11910.0,Florida Municipio,Puerto Rico
21512.0,Monroe,Alabama
33171.0,Lawrence,Alabama
159287.0,Lee,Alabama
20298.0,Pickens,Alabama
12985.0,Sumter,Alabama
13075.0,Choctaw,Alabama
19538.0,Marengo,Alabama
58213.0,Russell,Alabama
37351.0,Covington,Alabama
13865.0,Crenshaw,Alabama
92585.0,Lauderdale,Alabama
10236.0,Lowndes,Alabama
93052.0,Limestone,Alabama
87306.0,St. Clair,Alabama
23875.0,Winston,Alabama
82313.0,Cullman,Alabama
81212.0,Elmore,Alabama
52094.0,Jackson,Alabama
80565.0,Talladega,Alabama
16643.0,Washington,Alabama
51288.0,Coffee,Alabama
119122.0,Morgan,Alabama
43930.0,Chilton,Alabama
54495.0,Colbert,Alabama
49255.0,Dale,Alabama
102939.0,Etowah,Alabama
71200.0,DeKalb,Alabama
13933.0,Lamar,Alabama
22574.0,Randolph,Alabama
414659.0,Mobile,Alabama
64493.0,Walker,Alabama
14938.0,Cleburne,Alabama
8426.0,Greene,Alabama
25782.0,Barbour,Alabama
10352.0,Bullock,Alabama
115098.0,Calhoun,Alabama
24387.0,Clarke,Alabama
226941.0,Montgomery,Alabama
95145.0,Marshall,Alabama
17124.0,Henry,Alabama
357560.0,Madison,Alabama
40636.0,Tallapoosa,Alabama
5750.0,Aleutians West Census Area,Alaska
10809.0,Wilcox,Alabama
2232.0,Denali Borough,Alaska
58220.0,Kenai Peninsula Borough,Alaska
890.0,Bristol Bay Borough,Alaska
13649.0,Kodiak Island Borough,Alaska
7734.0,Northwest Arctic Borough,Alaska
18040.0,Bethel Census Area,Alaska
9797.0,North Slope Borough,Alaska
8738.0,Sitka City and Borough,Alaska
99653.0,Fairbanks North Star Borough,Alaska
13804.0,Ketchikan Gateway Borough,Alaska
103464.0,Matanuska-Susitna Borough,Alaska
9925.0,Nome Census Area,Alaska
4975.0,Dillingham Census Area,Alaska
2518.0,Haines Borough,Alaska
689.0,Yakutat City and Borough,Alaska
32330.0,Juneau City and Borough,Alaska
1375.0,Lake and Peninsula Borough,Alaska
6876.0,Southeast Fairbanks Census Area,Alaska
5415.0,Yukon-Koyukuk Census Area,Alaska
296112.0,Anchorage Municipality,Alaska
3425.0,Aleutians East Borough,Alaska
1061.0,Skagway Municipality,Alaska
6474.0,Prince of Wales-Hyder Census Area,Alaska
3255.0,Petersburg Borough,Alaska
8198.0,Kusilvak Census Area,Alaska
4253913.0,Maricopa,Arizona
37879.0,Graham,Arizona
46584.0,Santa Cruz,Arizona
20701.0,La Paz,Arizona
206064.0,Mohave,Arizona
140217.0,Coconino,Arizona
207829.0,Yuma,Arizona
9504.0,Greenlee,Arizona
419721.0,Pinal,Arizona
26294.0,St. Francis,Arkansas
78804.0,White,Arkansas
8440.0,Nevada,Arkansas
16998.0,Cross,Arkansas
18502.0,Drew,Arkansas
23892.0,Columbia,Arkansas
118009.0,Saline,Arkansas
16684.0,Van Buren,Arkansas
13559.0,Izard,Arkansas
13695.0,Lincoln,Arkansas
21757.0,Logan,Arkansas
49013.0,Crittenden,Arkansas
17780.0,Franklin,Arkansas
10808.0,Pike,Arkansas
70424.0,Jefferson,Arkansas
8993.0,Montgomery,Arkansas
10442.0,Scott,Arkansas
127461.0,Sebastian,Arkansas
258980.0,Benton,Arkansas
10826.0,Chicot,Arkansas
26291.0,Johnson,Arkansas
9398.0,Lee,Arkansas
63644.0,Pope,Arkansas
11887.0,Desha,Arkansas
12139.0,Fulton,Arkansas
98296.0,Garland,Arkansas
8244.0,Prairie,Arkansas
28281.0,Van Wert,Ohio
60671.0,Washington,Ohio
36936.0,Williams,Ohio
45784.0,Auglaize,Ohio
104003.0,Columbiana,Ohio
51734.0,Darke,Ohio
40709.0,Ottawa,Ohio
42305.0,Fulton,Ohio
31542.0,Hardin,Ohio
32524.0,Jackson,Ohio
432379.0,Lucas,Ohio
34976.0,Morrow,Ohio
14443.0,Noble,Ohio
41207.0,Preble,Ohio
55475.0,Seneca,Ohio
373475.0,Stark,Ohio
103642.0,Allen,Ohio
36574.0,Coshocton,Ohio
42021.0,Crawford,Ohio
197008.0,Delaware,Ohio
39274.0,Guernsey,Ohio
28495.0,Hocking,Ohio
40806.0,Mercer,Ohio
77051.0,Ross,Ohio
1253783.0,Cuyahoga,Ohio
306713.0,Lorain,Ohio
104800.0,Miami,Ohio
532034.0,Montgomery,Ohio
201794.0,Trumbull,Ohio
129936.0,Wood,Ohio
98136.0,Ashtabula,Ohio
22113.0,Adair,Oklahoma
43983.0,Stephens,Oklahoma
2189.0,Cimarron,Oklahoma
48406.0,Carter,Oklahoma
4418.0,Grant,Oklahoma
5943.0,Greer,Oklahoma
38634.0,McClain,Oklahoma
19819.0,McIntosh,Oklahoma
13875.0,Murray,Oklahoma
11411.0,Noble,Oklahoma
31566.0,Ottawa,Oklahoma
41359.0,Sequoyah,Oklahoma
77850.0,Wagoner,Oklahoma
9127.0,Woods,Oklahoma
29342.0,Caddo,Oklahoma
69084.0,Muskogee,Oklahoma
12115.0,Okfuskee,Oklahoma
45759.0,Bryan,Oklahoma
3847.0,Harper,Oklahoma
44880.0,Kay,Oklahoma
14493.0,Craig,Oklahoma
642781.0,Tulsa,Oklahoma
136710.0,Canadian,Oklahoma
2721.0,Harmon,Oklahoma
11119.0,Pushmataha,Oklahoma
10495.0,Latimer,Oklahoma
47311.0,Osage,Oklahoma
21121.0,Texas,Oklahoma
62190.0,Garfield,Oklahoma
11041.0,Johnston,Oklahoma
44382.0,Pittsburg,Oklahoma
3708.0,Roger Mills,Oklahoma
20967.0,Woodward,Oklahoma
48599.0,Cherokee,Oklahoma
42112.0,Delaware,Oklahoma
4072.0,Ellis,Oklahoma
54733.0,Grady,Oklahoma
81512.0,Payne,Oklahoma
72000.0,Pottawatomie,Oklahoma
71160.0,Creek,Oklahoma
7515.0,Tillman,Oklahoma
11432.0,Washita,Oklahoma
5929.0,Cotton,Oklahoma
9001.0,Kiowa,Oklahoma
49909.0,Le Flore,Oklahoma
32966.0,McCurtain,Oklahoma
7718.0,Major,Oklahoma
40980.0,Mayes,Oklahoma
782051.0,Oklahoma,Oklahoma
29209.0,Custer,Oklahoma
5415.0,Beaver,Oklahoma
9933.0,Love,Oklahoma
22621.0,Beckham,Oklahoma
14886.0,Choctaw,Oklahoma
25384.0,Jackson,Oklahoma
34854.0,Lincoln,Oklahoma
335553.0,Marion,Oregon
214267.0,Jackson,Oregon
7183.0,Grant,Oregon
23143.0,Jefferson,Oregon
405788.0,Clackamas,Oregon
122870.0,Linn,Oregon
26076.0,Tillamook,Oregon
15984.0,Baker,Oregon
85481.0,Josephine,Oregon
76898.0,Umatilla,Oregon
47881.0,Lincoln,Oregon
50851.0,Columbia,Oregon
1605.0,Sherman,Oregon
25866.0,Wasco,Oregon
368882.0,Lane,Oregon
30431.0,Malheur,Oregon
581821.0,Washington,Oregon
11215.0,Morrow,Oregon
38562.0,Clatsop,Oregon
22507.0,Curry,Oregon
1907.0,Gilliam,Oregon
7843.0,Lake,Oregon
26028.0,Union,Oregon
563527.0,Delaware,Pennsylvania
45114.0,Union,Pennsylvania
51536.0,Wayne,Pennsylvania
274515.0,Dauphin,Pennsylvania
354751.0,Westmoreland,Pennsylvania
7351.0,Forest,Pennsylvania
167586.0,Monroe,Pennsylvania
1575522.0,Philadelphia,Pennsylvania
123842.0,Blair,Pennsylvania
134550.0,Cambria,Pennsylvania
416642.0,Berks,Pennsylvania
45421.0,Huntingdon,Pennsylvania
87382.0,Lawrence,Pennsylvania
46362.0,Mifflin,Pennsylvania
247433.0,Cumberland,Pennsylvania
1225561.0,Allegheny,Pennsylvania
40466.0,Snyder,Pennsylvania
41340.0,Susquehanna,Pennsylvania
86164.0,Crawford,Pennsylvania
275972.0,Erie,Pennsylvania
14506.0,Fulton,Pennsylvania
24562.0,Juniata,Pennsylvania
143555.0,Schuylkill,Pennsylvania
27588.0,Wyoming,Pennsylvania
102023.0,Adams,Pennsylvania
66331.0,Armstrong,Pennsylvania
39074.0,Clinton,Pennsylvania
63931.0,Carbon,Pennsylvania
161443.0,Centre,Pennsylvania
92325.0,Northumberland,Pennsylvania
301778.0,Northampton,Pennsylvania
4686.0,Cameron,Pennsylvania
52376.0,Venango,Pennsylvania
166896.0,Beaver,Pennsylvania
626370.0,Bucks,Pennsylvania
211454.0,Lackawanna,Pennsylvania
41806.0,McKean,Pennsylvania
132289.0,Fayette,Pennsylvania
821301.0,Montgomery,Pennsylvania
37144.0,Greene,Pennsylvania
138674.0,Lebanon,Pennsylvania
317884.0,Luzerne,Pennsylvania
18294.0,Montour,Pennsylvania
66220.0,Columbia,Pennsylvania
186566.0,Butler,Pennsylvania
44084.0,Jefferson,Pennsylvania
538347.0,Lancaster,Pennsylvania
45924.0,Perry,Pennsylvania
16937.0,Potter,Pennsylvania
41226.0,Tioga,Pennsylvania
634533.0,Providence,Rhode Island
48900.0,Bristol,Rhode Island
83075.0,Newport,Rhode Island
166926.0,Aiken,South Carolina
38068.0,Newberry,South Carolina
26769.0,Edgefield,South Carolina
34017.0,Clarendon,South Carolina
37568.0,Colleton,South Carolina
106995.0,Sumter,South Carolina
286316.0,Lexington,South Carolina
21577.0,Barnwell,South Carolina
258641.0,York,South Carolina
209065.0,Berkeley,South Carolina
67253.0,Darlington,South Carolina
61605.0,Georgetown,South Carolina
195995.0,Anderson,South Carolina
46024.0,Chesterfield,South Carolina
70264.0,Greenwood,South Carolina
320915.0,Horry,South Carolina
64361.0,Kershaw,South Carolina
88454.0,Orangeburg,South Carolina
24657.0,Abbeville,South Carolina
14600.0,Bamberg,South Carolina
14713.0,Calhoun,South Carolina
30871.0,Dillon,South Carolina
408263.0,Richland,South Carolina
22712.0,Fairfield,South Carolina
19807.0,Hampton,South Carolina
498402.0,Greenville,South Carolina
89546.0,Lancaster,South Carolina
155474.0,Dorchester,South Carolina
138561.0,Florence,South Carolina
66710.0,Laurens,South Carolina
9606.0,McCormick,South Carolina
122746.0,Pickens,South Carolina
27644.0,Union,South Carolina
31794.0,Williamsburg,South Carolina
2759.0,Aurora,South Dakota
7217.0,Grant,South Dakota
5468.0,Tripp,South Dakota
3287.0,Jackson,South Dakota
186749.0,Minnehaha,South Dakota
8573.0,Custer,South Dakota
1331.0,Hyde,South Dakota
3673.0,Clark,South Dakota
2322.0,Faulk,South Dakota
4967.0,Kingsbury,South Dakota
5510.0,Walworth,South Dakota
13925.0,Clay,South Dakota
5506.0,Day,South Dakota
2930.0,Douglas,South Dakota
1311.0,Harding,South Dakota
2364.0,McPherson,South Dakota
10285.0,Roberts,South Dakota
1331.0,Sully,South Dakota
54914.0,Lincoln,South Dakota
12574.0,Lake,South Dakota
25234.0,Lawrence,South Dakota
27993.0,Codington,South Dakota
10177.0,Butte,South Dakota
4168.0,Corson,South Dakota
3940.0,Edmunds,South Dakota
1435.0,Campbell,South Dakota
3437.0,Bennett,South Dakota
2082.0,Haakon,South Dakota
735.0,Jones,South Dakota
27424.0,Meade,South Dakota
5511.0,McCook,South Dakota
8264.0,Turner,South Dakota
38840.0,Brown,South Dakota
3397.0,Hanson,South Dakota
2055.0,Mellette,South Dakota
2907.0,Perkins,South Dakota
109294.0,Pennington,South Dakota
15177.0,Union,South Dakota
2229.0,Miner,South Dakota
2814.0,Ziebach,South Dakota
4306.0,Deuel,South Dakota
6969.0,Bon Homme,South Dakota
5256.0,Brule,South Dakota
6774.0,Fall River,South Dakota
4201.0,Gregory,South Dakota
14335.0,Oglala Lakota,South Dakota
89776.0,Maury,Tennessee
19293.0,Union,Tennessee
196387.0,Montgomery,Tennessee
51988.0,Dickson,Tennessee
21596.0,Morgan,Tennessee
13331.0,Grundy,Tennessee
45876.0,Monroe,Tennessee
32279.0,Henry,Tennessee
35336.0,Cocke,Tennessee
14499.0,Crockett,Tennessee
19601.0,DeKalb,Tennessee
7526.0,Lake,Tennessee
456185.0,Knox,Tennessee
11956.0,Lewis,Tennessee
52773.0,McMinn,Tennessee
32269.0,Marshall,Tennessee
30520.0,Obion,Tennessee
32628.0,Rhea,Tennessee
21954.0,Scott,Tennessee
61446.0,Tipton,Tennessee
75775.0,Anderson,Tennessee
37576.0,Dyer,Tennessee
17994.0,Fentress,Tennessee
49175.0,Gibson,Tennessee
357546.0,Hamilton,Tennessee
51610.0,Loudon,Tennessee
307128.0,Rutherford,Tennessee
19458.0,Smith,Tennessee
132663.0,Wilson,Tennessee
156734.0,Sullivan,Tennessee
40454.0,Warren,Tennessee
127055.0,Washington,Tennessee
16112.0,Benton,Tennessee
39687.0,Campbell,Tennessee
13976.0,Cannon,Tennessee
39692.0,Fayette,Tennessee
6585.0,Hancock,Tennessee
17789.0,Johnson,Tennessee
33711.0,Lincoln,Tennessee
6322.0,Moore,Tennessee
41512.0,Franklin,Tennessee
128443.0,Blount,Tennessee
42937.0,Lawrence,Tennessee
56391.0,Carter,Tennessee
23013.0,Grainger,Tennessee
26297.0,Lauderdale,Tennessee
28417.0,Marion,Tennessee
22004.0,Overton,Tennessee
179473.0,Sumner,Tennessee
9573.0,Trousdale,Tennessee
218648.0,Williamson,Tennessee
7686.0,Clay,Tennessee
68669.0,Greene,Tennessee
937005.0,Shelby,Tennessee
5704.0,Van Buren,Tennessee
27859.0,Henderson,Tennessee
24678.0,Hickman,Tennessee
53247.0,Jefferson,Tennessee
14730.0,Sequatchie,Tennessee
96287.0,Sevier,Tennessee
28018.0,Carroll,Tennessee
17150.0,Chester,Tennessee
684017.0,Davidson,Tennessee
11615.0,Jackson,Tennessee
7912.0,Perry,Tennessee
52897.0,Roane,Tennessee
11962.0,Meigs,Tennessee
63740.0,Hamblen,Tennessee
17779.0,Haywood,Tennessee
41482.0,Erath,Texas
353999.0,Brazoria,Texas
1156.0,Motley,Texas
3387.0,Donley,Texas
48828.0,Atascosa,Texas
8391.0,Coleman,Texas
14966.0,Nolan,Texas
4098.0,Hudspeth,Texas
49334.0,Medina,Texas
11586.0,Ward,Texas
80460.0,Henderson,Texas
66645.0,Harrison,Texas
2123.0,Menard,Texas
49532.0,Lamar,Texas
25066.0,Fayette,Texas
527057.0,Williamson,Texas
47837.0,Polk,Texas
7236.0,Refugio,Texas
41401.0,Caldwell,Texas
12906.0,Wilbarger,Texas
3752.0,Reagan,Texas
34113.0,Hale,Texas
25478.0,Shelby,Texas
10310.0,Runnels,Texas
27819.0,San Jacinto,Texas
117466.0,Tom Green,Texas
91970.0,Victoria,Texas
49987.0,Waller,Texas
131818.0,Wichita,Texas
48198.0,Wilson,Texas
23162.0,Hockley,Texas
57970.0,Maverick,Texas
34175.0,Fannin,Texas
164194.0,Midland,Texas
12123.0,Live Oak,Texas
20640.0,Llano,Texas
15387.0,Karnes,Texas
219193.0,Brazos,Texas
30087.0,Cass,Texas
20321.0,Gaines,Texas
22685.0,Gray,Texas
14128.0,Madison,Texas
8842.0,Jack,Texas
41982.0,Kendall,Texas
18122.0,Bosque,Texas
1925865.0,Bexar,Texas
7092.0,Bailey,Texas
3591.0,Baylor,Texas
421750.0,Cameron,Texas
807047.0,Denton,Texas
34796.0,Washington,Texas
12424.0,Morris,Texas
9372.0,Stephens,Texas
4602523.0,Harris,Texas
17818.0,Andrews,Texas
26208.0,Gillespie,Texas
20667.0,Gonzales,Texas
5808.0,Lynn,Texas
18114.0,Young,Texas
14369.0,Zapata,Texas
56901.0,Hood,Texas
36240.0,Hopkins,Texas
10348.0,Ochiltree,Texas
228.0,King,Texas
3733.0,Knox,Texas
248429.0,McLennan,Texas
51903.0,Cherokee,Texas
4233.0,Concho,Texas
5215.0,Delta,Texas
2055.0,Edwards,Texas
18270.0,Eastland,Texas
19891.0,Jones,Texas
15125.0,Reeves,Texas
10458.0,Sabine,Texas
3058.0,Sherman,Texas
7484.0,Swisher,Texas
92152.0,Hunt,Texas
12813.0,Camp,Texas
5547.0,Hansford,Texas
155137.0,Guadalupe,Texas
10387.0,Clay,Texas
35399.0,Hill,Texas
65558.0,Nacogdoches,Texas
9852.0,Parmer,Texas
7123.0,Presidio,Texas
49027.0,Val Verde,Texas
158342.0,Ector,Texas
1430.0,Glasscock,Texas
27630.0,Grimes,Texas
944350.0,Collin,Texas
87607.0,Angelina,Texas
1623.0,Cottle,Texas
204150.0,Hays,Texas
93642.0,Rockwall,Texas
3469.0,Lipscomb,Texas
36743.0,Matagorda,Texas
15797.0,Pecos,Texas
53595.0,Rusk,Texas
1567.0,Throckmorton,Texas
71539.0,Walker,Texas
43815.0,Wood,Texas
24763.0,Aransas,Texas
7226.0,Childress,Texas
3275.0,Coke,Texas
75389.0,Coryell,Texas
4061.0,Hemphill,Texas
21801.0,Moore,Texas
48583.0,Navarro,Texas
8327.0,San Augustine,Texas
3311.0,Shackelford,Texas
63894.0,Starr,Texas
3634.0,Upton,Texas
82577.0,Bastrop,Texas
3074.0,Hall,Texas
10679.0,Franklin,Texas
19394.0,Frio,Texas
20640.0,Lampasas,Texas
4161.0,Mason,Texas
2216.0,Dickens,Texas
2019977.0,Tarrant,Texas
57863.0,Anderson,Texas
14820.0,Jackson,Texas
24664.0,Milam,Texas
13495.0,Comanche,Texas
7180.0,Brooks,Texas
13191.0,Cass,Iowa
11468.0,Cherokee,Iowa
17132.0,Crawford,Iowa
39600.0,Des Moines,Iowa
19929.0,Fayette,Iowa
14143.0,Harrison,Iowa
15075.0,Kossuth,Iowa
14957.0,Mills,Iowa
8796.0,Monona,Iowa
42950.0,Muscatine,Iowa
6115.0,Osceola,Iowa
474274.0,Polk,Iowa
36757.0,Webster,Iowa
96922.0,Story,Iowa
102398.0,Woodbury,Iowa
133009.0,Black Hawk,Iowa
12341.0,Grundy,Iowa
19395.0,Jackson,Iowa
20568.0,Jones,Iowa
34541.0,Lee,Iowa
10631.0,Mitchell,Iowa
49361.0,Warren,Iowa
9868.0,Sac,Iowa
25039.0,Plymouth,Iowa
16313.0,Clay,Iowa
47218.0,Clinton,Iowa
3663.0,Smith,Kansas
7616.0,Grant,Kansas
7470.0,Kingman,Kansas
66468.0,Butler,Kansas
10104.0,Nemaha,Kansas
23545.0,Pottawatomie,Kansas
20331.0,Cherokee,Kansas
3097.0,Lincoln,Kansas
23208.0,Sumner,Kansas
2858.0,Trego,Kansas
8780.0,Wilson,Kansas
3170.0,Woodson,Kansas
2955.0,Ness,Kansas
3603.0,Osborne,Kansas
14702.0,Bourbon,Kansas
2616.0,Hamilton,Kansas
2526.0,Kiowa,Kansas
178284.0,Shawnee,Kansas
5966.0,Sherman,Kansas
7824.0,Thomas,Kansas
32970.0,Montgomery,Kansas
5566.0,Morris,Kansas
2509.0,Rawlins,Kansas
5118.0,Rooks,Kansas
2053.0,Clark,Kansas
6293.0,Ellsworth,Kansas
5673.0,Harper,Kansas
6977.0,Russell,Kansas
33299.0,Lyon,Kansas
6709.0,Pawnee,Kansas
12630.0,Allen,Kansas
1780.0,Comanche,Kansas
2562.0,Elk,Kansas
2619.0,Gove,Kansas
34555.0,Harvey,Kansas
1842.0,Hodgeman,Kansas
3932.0,Kearny,Kansas
4214.0,Stafford,Kansas
28630.0,McPherson,Kansas
15882.0,Osage,Kansas
1200.0,Greeley,Kansas
8296.0,Coffey,Kansas
39108.0,Crawford,Kansas
28878.0,Ellis,Kansas
6156.0,Greenwood,Kansas
20367.0,Labette,Kansas
9635.0,Linn,Kansas
512064.0,Sedgwick,Kansas
22692.0,Seward,Kansas
4686.0,Republic,Kansas
2545.0,Graham,Kansas
585502.0,Johnson,Kansas
119319.0,Douglas,Kansas
2506.0,Sheridan,Kansas
33127.0,Miami,Kansas
6037.0,Gray,Kansas
1575.0,Wallace,Kansas
5686.0,Stevens,Kansas
5525.0,Washington,Kansas
3367.0,Chautauqua,Kansas
2838.0,Morton,Kansas
63101.0,Reno,Kansas
9060.0,Cloud,Kansas
4949.0,Scott,Kansas
7736.0,Doniphan,Kansas
4047.0,Haskell,Kansas
1642.0,Lane,Kansas
16125.0,Neosho,Kansas
9664.0,Brown,Kansas
5408.0,Phillips,Kansas
75296.0,Riley,Kansas
2881.0,Decatur,Kansas
18888.0,Jefferson,Kansas
12745.0,Butler,Kentucky
12122.0,Edmonson,Kentucky
18668.0,Harrison,Kentucky
8306.0,Bracken,Kentucky
8186.0,Lyon,Kentucky
7517.0,Elliott,Kentucky
767154.0,Jefferson,Kentucky
14156.0,Larue,Kentucky
17153.0,Mason,Kentucky
21516.0,Mercer,Kentucky
2143.0,Robertson,Kentucky
17760.0,Russell,Kentucky
12019.0,Washington,Kentucky
8090.0,Ballard,Kentucky
43680.0,Barren,Kentucky
11023.0,Green,Kentucky
8719.0,Hancock,Kentucky
11919.0,Martin,Kentucky
108095.0,Hardin,Kentucky
9331.0,McLean,Kentucky
24071.0,Ohio,Kentucky
12321.0,Powell,Kentucky
13155.0,Webster,Kentucky
12727.0,Caldwell,Kentucky
15796.0,Casey,Kentucky
72263.0,Christian,Kentucky
26178.0,Grayson,Kentucky
15814.0,Henry,Kentucky
45664.0,Hopkins,Kentucky
13373.0,Jackson,Kentucky
60180.0,Laurel,Kentucky
31166.0,Marshall,Kentucky
28326.0,Meade,Kentucky
27759.0,Montgomery,Kentucky
7100.0,Nicholas,Kentucky
65374.0,Oldham,Kentucky
10741.0,Owen,Kentucky
16827.0,Rockcastle,Kentucky
53517.0,Scott,Kentucky
126427.0,Warren,Kentucky
20794.0,Allen,Kentucky
20144.0,Bourbon,Kentucky
48091.0,Boyd,Kentucky
79466.0,Bullitt,Kentucky
9083.0,Crittenden,Kentucky
318734.0,Fayette,Kentucky
6210.0,Fulton,Kentucky
22843.0,Johnson,Kentucky
6405.0,Menifee,Kentucky
20621.0,Clay,Kentucky
13285.0,Morgan,Kentucky
26917.0,Perry,Kentucky
7223.0,Wolfe,Kentucky
27188.0,Bell,Kentucky
13116.0,Breathitt,Kentucky
37294.0,Graves,Kentucky
18627.0,Hart,Kentucky
20609.0,Wayne,Kentucky
19232.0,Marion,Kentucky
14344.0,Trigg,Kentucky
129095.0,Boone,Kentucky
10472.0,Leslie,Kentucky
31467.0,Knox,Kentucky
15783.0,Lawrence,Kentucky
9263.0,Livingston,Kentucky
60483.0,Pike,Kentucky
46786.0,Shelby,Kentucky
22214.0,Anderson,Kentucky
20080.0,Breckinridge,Kentucky
50296.0,Franklin,Kentucky
164688.0,Kenton,Kentucky
89700.0,Madison,Kentucky
12666.0,Magoffin,Kentucky
4463.0,Owsley,Kentucky
18063.0,Simpson,Kentucky
25500.0,Taylor,Kentucky
12350.0,Todd,Kentucky
4841.0,Carlisle,Kentucky
10211.0,Clinton,Kentucky
8703.0,Gallatin,Kentucky
17328.0,Garrard,Kentucky
14479.0,Fleming,Kentucky
92267.0,Campbell,Kentucky
59867.0,Vermilion Parish,Louisiana
52724.0,St. Charles Parish,Louisiana
20021.0,Concordia Parish,Louisiana
4666.0,Tensas Parish,Louisiana
21357.0,St. James Parish,Louisiana
22348.0,Grant Parish,Louisiana
435300.0,Jefferson Parish,Louisiana
13668.0,Bienville Parish,Louisiana
126131.0,Bossier Parish,Louisiana
6868.0,Cameron Parish,Louisiana
19499.0,East Feliciana Parish,Louisiana
43446.0,St. John the Baptist Parish,Louisiana
23373.0,Plaquemines Parish,Louisiana
156075.0,Ouachita Parish,Louisiana
131546.0,Rapides Parish,Louisiana
46457.0,Washington Parish,Louisiana
83449.0,St. Landry Parish,Louisiana
130504.0,Tangipahoa Parish,Louisiana
62568.0,Acadia Parish,Louisiana
51734.0,St. Mary Parish,Louisiana
11180.0,West Carroll Parish,Louisiana
252093.0,St. Tammany Parish,Louisiana
22475.0,Union Parish,Louisiana
9996.0,Caldwell Parish,Louisiana
240091.0,Lafayette Parish,Louisiana
248361.0,Caddo Parish,Louisiana
7225.0,East Carroll Parish,Louisiana
121176.0,Ascension Parish,Louisiana
72691.0,Iberia Parish,Louisiana
45694.0,St. Bernard Parish,Louisiana
10411.0,St. Helena Parish,Louisiana
25860.0,West Baton Rouge Parish,Louisiana
27216.0,De Soto Parish,Louisiana
8618.0,Red River Parish,Louisiana
138111.0,Livingston Parish,Louisiana
38963.0,Natchitoches Parish,Louisiana
389648.0,Orleans Parish,Louisiana
9893.0,Catahoula Parish,Louisiana
200182.0,Calcasieu Parish,Louisiana
20322.0,Franklin Parish,Louisiana
22714.0,Assumption Parish,Louisiana
15926.0,Jackson Parish,Louisiana
20474.0,Richland Parish,Louisiana
53752.0,St. Martin Parish,Louisiana
14494.0,Winn Parish,Louisiana
444094.0,East Baton Rouge Parish,Louisiana
25661.0,Allen Parish,Louisiana
11472.0,Madison Parish,Louisiana
57325.0,Oxford,Maine
39418.0,Waldo,Maine
151748.0,Penobscot,Maine
107444.0,Androscoggin,Maine
68269.0,Aroostook,Maine
290944.0,Cumberland,Maine
39823.0,Knox,Maine
203102.0,York,Maine
30019.0,Franklin,Maine
50710.0,Somerset,Maine
51564.0,Worcester,Maryland
614700.0,Baltimore city,Maryland
37211.0,Talbot,Maryland
251025.0,Harford,Maryland
315327.0,Howard,Maryland
567696.0,Anne Arundel,Maryland
827625.0,Baltimore,Maryland
91082.0,Calvert,Maryland
29376.0,Garrett,Maryland
1040133.0,Montgomery,Maryland
167522.0,Carroll,Maryland
49355.0,Queen Anne's,Maryland
111531.0,St. Mary's,Maryland
157671.0,Charles,Maryland
32261.0,Dorchester,Maryland
149811.0,Washington,Maryland
102172.0,Wicomico,Maryland
102517.0,Cecil,Maryland
32875.0,Caroline,Maryland
791766.0,Suffolk,Massachusetts
213690.0,Barnstable,Massachusetts
