Population,County,State,Abbreviation
5415.0,Yukon-Koyukuk Census Area,Alaska,AK
296112.0,Anchorage Municipality,Alaska,AK
3425.0,Aleutians East Borough,Alaska,AK
1061.0,Skagway Municipality,Alaska,AK
6474.0,Prince of Wales-Hyder Census Area,Alaska,AK
3255.0,Petersburg Borough,Alaska,AK
8198.0,Kusilvak Census Area,Alaska,AK
9301.0,Valdez-Cordova Census Area,Alaska,AK
2132.0,Hoonah-Angoon Census Area,Alaska,AK
2484.0,Wrangell City and Borough,Alaska,AK
4253913.0,Maricopa,Arizona,AZ
37879.0,Graham,Arizona,AZ
46584.0,Santa Cruz,Arizona,AZ
20701.0,La Paz,Arizona,AZ
206064.0,Mohave,Arizona,AZ
140217.0,Coconino,Arizona,AZ
207829.0,Yuma,Arizona,AZ
9504.0,Greenlee,Arizona,AZ
419721.0,Pinal,Arizona,AZ
1019722.0,Pima,Arizona,AZ
53400.0,Gila,Arizona,AZ
126279.0,Cochise,Arizona,AZ
71522.0,Apache,Arizona,AZ
224645.0,Yavapai,Arizona,AZ
108705.0,Navajo,Arizona,AZ
26294.0,St. Francis,Arkansas,AR
78804.0,White,Arkansas,AR
8440.0,Nevada,Arkansas,AR
16998.0,Cross,Arkansas,AR
18502.0,Drew,Arkansas,AR
23892.0,Columbia,Arkansas,AR
118009.0,Saline,Arkansas,AR
16684.0,Van Buren,Arkansas,AR
13559.0,Izard,Arkansas,AR
13695.0,Lincoln,Arkansas,AR
21757.0,Logan,Arkansas,AR
49013.0,Crittenden,Arkansas,AR
17780.0,Franklin,Arkansas,AR
10808.0,Pike,Arkansas,AR
70424.0,Jefferson,Arkansas,AR
8993.0,Montgomery,Arkansas,AR
10442.0,Scott,Arkansas,AR
127461.0,Sebastian,Arkansas,AR
258980.0,Benton,Arkansas,AR
10826.0,Chicot,Arkansas,AR
26291.0,Johnson,Arkansas,AR
9398.0,Lee,Arkansas,AR
63644.0,Pope,Arkansas,AR
11887.0,Desha,Arkansas,AR
12139.0,Fulton,Arkansas,AR
98296.0,Garland,Arkansas,AR
8244.0,Prairie,Arkansas,AR
6660.0,Woodruff,Arkansas,AR
25230.0,Cleburne,Arkansas,AR
8226.0,Cleveland,Arkansas,AR
17225.0,Jackson,Arkansas,AR
22018.0,Hempstead,Arkansas,AR
17043.0,Sharp,Arkansas,AR
12446.0,Stone,Arkansas,AR
228529.0,Washington,Arkansas,AR
41219.0,Baxter,Arkansas,AR
20537.0,Ashley,Arkansas,AR
105701.0,Craighead,Arkansas,AR
44623.0,Greene,Arkansas,AR
6915.0,Lafayette,Arkansas,AR
10322.0,Perry,Arkansas,AR
19034.0,Phillips,Arkansas,AR
24054.0,Poinsett,Arkansas,AR
17193.0,Sevier,Arkansas,AR
21573.0,Yell,Arkansas,AR
5202.0,Calhoun,Arkansas,AR
22385.0,Clark,Arkansas,AR
10948.0,Bradley,Arkansas,AR
7249.0,Monroe,Arkansas,AR
20163.0,Polk,Arkansas,AR
24106.0,Ouachita,Arkansas,AR
7848.0,Newton,Arkansas,AR
12417.0,Little River,Arkansas,AR
27887.0,Carroll,Arkansas,AR
43759.0,Miller,Arkansas,AR
393463.0,Pulaski,Arkansas,AR
15061.0,Clay,Arkansas,AR
7432.0,Dallas,Arkansas,AR
17603.0,Randolph,Arkansas,AR
37288.0,Boone,Arkansas,AR
37264.0,Independence,Arkansas,AR
18086.0,Grant,Arkansas,AR
122416.0,Faulkner,Arkansas,AR
16438.0,Marion,Arkansas,AR
7923.0,Searcy,Arkansas,AR
62472.0,Crawford,Arkansas,AR
33520.0,Hot Spring,Arkansas,AR
16076.0,Madison,Arkansas,AR
13389.0,Howard,Arkansas,AR
42831.0,Mississippi,Arkansas,AR
39732.0,Union,Arkansas,AR
16669.0,Lawrence,Arkansas,AR
20906.0,Conway,Arkansas,AR
18124.0,Arkansas,Arkansas,AR
72206.0,Lonoke,Arkansas,AR
22113.0,Adair,Oklahoma,OK
43983.0,Stephens,Oklahoma,OK
2189.0,Cimarron,Oklahoma,OK
48406.0,Carter,Oklahoma,OK
4418.0,Grant,Oklahoma,OK
5943.0,Greer,Oklahoma,OK
38634.0,McClain,Oklahoma,OK
19819.0,McIntosh,Oklahoma,OK
13875.0,Murray,Oklahoma,OK
11411.0,Noble,Oklahoma,OK
31566.0,Ottawa,Oklahoma,OK
41359.0,Sequoyah,Oklahoma,OK
77850.0,Wagoner,Oklahoma,OK
9127.0,Woods,Oklahoma,OK
29342.0,Caddo,Oklahoma,OK
69084.0,Muskogee,Oklahoma,OK
12115.0,Okfuskee,Oklahoma,OK
45759.0,Bryan,Oklahoma,OK
3847.0,Harper,Oklahoma,OK
44880.0,Kay,Oklahoma,OK
14493.0,Craig,Oklahoma,OK
642781.0,Tulsa,Oklahoma,OK
136710.0,Canadian,Oklahoma,OK
2721.0,Harmon,Oklahoma,OK
11119.0,Pushmataha,Oklahoma,OK
10495.0,Latimer,Oklahoma,OK
47311.0,Osage,Oklahoma,OK
21121.0,Texas,Oklahoma,OK
62190.0,Garfield,Oklahoma,OK
11041.0,Johnston,Oklahoma,OK
44382.0,Pittsburg,Oklahoma,OK
3708.0,Roger Mills,Oklahoma,OK
20967.0,Woodward,Oklahoma,OK
48599.0,Cherokee,Oklahoma,OK
42112.0,Delaware,Oklahoma,OK
4072.0,Ellis,Oklahoma,OK
54733.0,Grady,Oklahoma,OK
81512.0,Payne,Oklahoma,OK
72000.0,Pottawatomie,Oklahoma,OK
71160.0,Creek,Oklahoma,OK
7515.0,Tillman,Oklahoma,OK
11432.0,Washita,Oklahoma,OK
5929.0,Cotton,Oklahoma,OK
9001.0,Kiowa,Oklahoma,OK
49909.0,Le Flore,Oklahoma,OK
32966.0,McCurtain,Oklahoma,OK
7718.0,Major,Oklahoma,OK
40980.0,Mayes,Oklahoma,OK
782051.0,Oklahoma,Oklahoma,OK
29209.0,Custer,Oklahoma,OK
5415.0,Beaver,Oklahoma,OK
9933.0,Love,Oklahoma,OK
22621.0,Beckham,Oklahoma,OK
14886.0,Choctaw,Oklahoma,OK
25384.0,Jackson,Oklahoma,OK
34854.0,Lincoln,Oklahoma,OK
25071.0,Seminole,Oklahoma,OK
9634.0,Blaine,Oklahoma,OK
5618.0,Coal,Oklahoma,OK
15618.0,Kingfisher,Oklahoma,OK
16376.0,Marshall,Oklahoma,OK
10383.0,Nowata,Oklahoma,OK
90814.0,Rogers,Oklahoma,OK
5857.0,Alfalfa,Oklahoma,OK
276733.0,Cleveland,Oklahoma,OK
13874.0,Atoka,Oklahoma,OK
4918.0,Dewey,Oklahoma,OK
46044.0,Logan,Oklahoma,OK
52001.0,Washington,Oklahoma,OK
12704.0,Haskell,Oklahoma,OK
38889.0,Okmulgee,Oklahoma,OK
6223.0,Jefferson,Oklahoma,OK
27823.0,Garvin,Oklahoma,OK
38358.0,Pontotoc,Oklahoma,OK
13460.0,Hughes,Oklahoma,OK
122561.0,Comanche,Oklahoma,OK
16428.0,Pawnee,Oklahoma,OK
335553.0,Marion,Oregon,OR
214267.0,Jackson,Oregon,OR
7183.0,Grant,Oregon,OR
23143.0,Jefferson,Oregon,OR
405788.0,Clackamas,Oregon,OR
122870.0,Linn,Oregon,OR
26076.0,Tillamook,Oregon,OR
15984.0,Baker,Oregon,OR
85481.0,Josephine,Oregon,OR
76898.0,Umatilla,Oregon,OR
47881.0,Lincoln,Oregon,OR
50851.0,Columbia,Oregon,OR
1605.0,Sherman,Oregon,OR
25866.0,Wasco,Oregon,OR
368882.0,Lane,Oregon,OR
30431.0,Malheur,Oregon,OR
581821.0,Washington,Oregon,OR
11215.0,Morrow,Oregon,OR
38562.0,Clatsop,Oregon,OR
22507.0,Curry,Oregon,OR
1907.0,Gilliam,Oregon,OR
7843.0,Lake,Oregon,OR
26028.0,Union,Oregon,OR
108323.0,Douglas,Oregon,OR
81427.0,Polk,Oregon,OR
180640.0,Deschutes,Oregon,OR
103820.0,Yamhill,Oregon,OR
66310.0,Klamath,Oregon,OR
89780.0,Benton,Oregon,OR
22337.0,Crook,Oregon,OR
7228.0,Harney,Oregon,OR
6924.0,Wallowa,Oregon,OR
1426.0,Wheeler,Oregon,OR
63308.0,Coos,Oregon,OR
23131.0,Hood River,Oregon,OR
798647.0,Multnomah,Oregon,OR
563527.0,Delaware,Pennsylvania,PA
45114.0,Union,Pennsylvania,PA
51536.0,Wayne,Pennsylvania,PA
274515.0,Dauphin,Pennsylvania,PA
354751.0,Westmoreland,Pennsylvania,PA
7351.0,Forest,Pennsylvania,PA
167586.0,Monroe,Pennsylvania,PA
1575522.0,Philadelphia,Pennsylvania,PA
123842.0,Blair,Pennsylvania,PA
134550.0,Cambria,Pennsylvania,PA
416642.0,Berks,Pennsylvania,PA
45421.0,Huntingdon,Pennsylvania,PA
87382.0,Lawrence,Pennsylvania,PA
46362.0,Mifflin,Pennsylvania,PA
247433.0,Cumberland,Pennsylvania,PA
1225561.0,Allegheny,Pennsylvania,PA
40466.0,Snyder,Pennsylvania,PA
41340.0,Susquehanna,Pennsylvania,PA
86164.0,Crawford,Pennsylvania,PA
275972.0,Erie,Pennsylvania,PA
14506.0,Fulton,Pennsylvania,PA
24562.0,Juniata,Pennsylvania,PA
143555.0,Schuylkill,Pennsylvania,PA
27588.0,Wyoming,Pennsylvania,PA
102023.0,Adams,Pennsylvania,PA
66331.0,Armstrong,Pennsylvania,PA
39074.0,Clinton,Pennsylvania,PA
63931.0,Carbon,Pennsylvania,PA
161443.0,Centre,Pennsylvania,PA
92325.0,Northumberland,Pennsylvania,PA
301778.0,Northampton,Pennsylvania,PA
4686.0,Cameron,Pennsylvania,PA
52376.0,Venango,Pennsylvania,PA
166896.0,Beaver,Pennsylvania,PA
626370.0,Bucks,Pennsylvania,PA
211454.0,Lackawanna,Pennsylvania,PA
41806.0,McKean,Pennsylvania,PA
132289.0,Fayette,Pennsylvania,PA
821301.0,Montgomery,Pennsylvania,PA
37144.0,Greene,Pennsylvania,PA
138674.0,Lebanon,Pennsylvania,PA
317884.0,Luzerne,Pennsylvania,PA
18294.0,Montour,Pennsylvania,PA
66220.0,Columbia,Pennsylvania,PA
186566.0,Butler,Pennsylvania,PA
44084.0,Jefferson,Pennsylvania,PA
538347.0,Lancaster,Pennsylvania,PA
45924.0,Perry,Pennsylvania,PA
16937.0,Potter,Pennsylvania,PA
41226.0,Tioga,Pennsylvania,PA
153751.0,Franklin,Pennsylvania,PA
48611.0,Bedford,Pennsylvania,PA
74949.0,Somerset,Pennsylvania,PA
444014.0,York,Pennsylvania,PA
61304.0,Bradford,Pennsylvania,PA
517156.0,Chester,Pennsylvania,PA
85755.0,Indiana,Pennsylvania,PA
207547.0,Washington,Pennsylvania,PA
55498.0,Pike,Pennsylvania,PA
362613.0,Lehigh,Pennsylvania,PA
38827.0,Clarion,Pennsylvania,PA
80216.0,Clearfield,Pennsylvania,PA
114859.0,Lycoming,Pennsylvania,PA
40035.0,Warren,Pennsylvania,PA
30608.0,Elk,Pennsylvania,PA
112630.0,Mercer,Pennsylvania,PA
6177.0,Sullivan,Pennsylvania,PA
634533.0,Providence,Rhode Island,RI
48900.0,Bristol,Rhode Island,RI
83075.0,Newport,Rhode Island,RI
163861.0,Kent,Rhode Island,RI
126242.0,Washington,Rhode Island,RI
166926.0,Aiken,South Carolina,SC
38068.0,Newberry,South Carolina,SC
26769.0,Edgefield,South Carolina,SC
34017.0,Clarendon,South Carolina,SC
37568.0,Colleton,South Carolina,SC
106995.0,Sumter,South Carolina,SC
286316.0,Lexington,South Carolina,SC
21577.0,Barnwell,South Carolina,SC
258641.0,York,South Carolina,SC
209065.0,Berkeley,South Carolina,SC
67253.0,Darlington,South Carolina,SC
61605.0,Georgetown,South Carolina,SC
195995.0,Anderson,South Carolina,SC
46024.0,Chesterfield,South Carolina,SC
70264.0,Greenwood,South Carolina,SC
320915.0,Horry,South Carolina,SC
64361.0,Kershaw,South Carolina,SC
88454.0,Orangeburg,South Carolina,SC
24657.0,Abbeville,South Carolina,SC
14600.0,Bamberg,South Carolina,SC
14713.0,Calhoun,South Carolina,SC
30871.0,Dillon,South Carolina,SC
408263.0,Richland,South Carolina,SC
22712.0,Fairfield,South Carolina,SC
19807.0,Hampton,South Carolina,SC
498402.0,Greenville,South Carolina,SC
89546.0,Lancaster,South Carolina,SC
155474.0,Dorchester,South Carolina,SC
138561.0,Florence,South Carolina,SC
66710.0,Laurens,South Carolina,SC
9606.0,McCormick,South Carolina,SC
122746.0,Pickens,South Carolina,SC
27644.0,Union,South Carolina,SC
31794.0,Williamsburg,South Carolina,SC
76696.0,Oconee,South Carolina,SC
9214.0,Allendale,South Carolina,SC
32326.0,Chester,South Carolina,SC
31562.0,Marion,South Carolina,SC
394708.0,Charleston,South Carolina,SC
27131.0,Marlboro,South Carolina,SC
56711.0,Cherokee,South Carolina,SC
27900.0,Jasper,South Carolina,SC
17606.0,Lee,South Carolina,SC
302195.0,Spartanburg,South Carolina,SC
182658.0,Beaufort,South Carolina,SC
20299.0,Saluda,South Carolina,SC
2759.0,Aurora,South Dakota,SD
7217.0,Grant,South Dakota,SD
5468.0,Tripp,South Dakota,SD
3287.0,Jackson,South Dakota,SD
186749.0,Minnehaha,South Dakota,SD
8573.0,Custer,South Dakota,SD
1331.0,Hyde,South Dakota,SD
3673.0,Clark,South Dakota,SD
2322.0,Faulk,South Dakota,SD
4967.0,Kingsbury,South Dakota,SD
5510.0,Walworth,South Dakota,SD
13925.0,Clay,South Dakota,SD
5506.0,Day,South Dakota,SD
2930.0,Douglas,South Dakota,SD
1311.0,Harding,South Dakota,SD
2364.0,McPherson,South Dakota,SD
10285.0,Roberts,South Dakota,SD
1331.0,Sully,South Dakota,SD
54914.0,Lincoln,South Dakota,SD
12574.0,Lake,South Dakota,SD
25234.0,Lawrence,South Dakota,SD
27993.0,Codington,South Dakota,SD
10177.0,Butte,South Dakota,SD
4168.0,Corson,South Dakota,SD
3940.0,Edmunds,South Dakota,SD
1435.0,Campbell,South Dakota,SD
3437.0,Bennett,South Dakota,SD
2082.0,Haakon,South Dakota,SD
735.0,Jones,South Dakota,SD
27424.0,Meade,South Dakota,SD
5511.0,McCook,South Dakota,SD
8264.0,Turner,South Dakota,SD
38840.0,Brown,South Dakota,SD
3397.0,Hanson,South Dakota,SD
2055.0,Mellette,South Dakota,SD
2907.0,Perkins,South Dakota,SD
109294.0,Pennington,South Dakota,SD
15177.0,Union,South Dakota,SD
2229.0,Miner,South Dakota,SD
2814.0,Ziebach,South Dakota,SD
4306.0,Deuel,South Dakota,SD
6969.0,Bon Homme,South Dakota,SD
5256.0,Brule,South Dakota,SD
6774.0,Fall River,South Dakota,SD
4201.0,Gregory,South Dakota,SD
14335.0,Oglala Lakota,South Dakota,SD
7315.0,Hutchinson,South Dakota,SD
2053.0,Buffalo,South Dakota,SD
5779.0,Dewey,South Dakota,SD
17617.0,Hughes,South Dakota,SD
2388.0,Sanborn,South Dakota,SD
3301.0,Hand,South Dakota,SD
22717.0,Yankton,South Dakota,SD
18374.0,Beadle,South Dakota,SD
19901.0,Davison,South Dakota,SD
2029.0,Jerauld,South Dakota,SD
2997.0,Stanley,South Dakota,SD
2326.0,Potter,South Dakota,SD
9344.0,Charles Mix,South Dakota,SD
4895.0,Marshall,South Dakota,SD
6506.0,Moody,South Dakota,SD
10146.0,Todd,South Dakota,SD
3869.0,Lyman,South Dakota,SD
6543.0,Spink,South Dakota,SD
34239.0,Brookings,South Dakota,SD
6000.0,Hamlin,South Dakota,SD
89776.0,Maury,Tennessee,TN
19293.0,Union,Tennessee,TN
196387.0,Montgomery,Tennessee,TN
51988.0,Dickson,Tennessee,TN
21596.0,Morgan,Tennessee,TN
13331.0,Grundy,Tennessee,TN
45876.0,Monroe,Tennessee,TN
32279.0,Henry,Tennessee,TN
35336.0,Cocke,Tennessee,TN
14499.0,Crockett,Tennessee,TN
19601.0,DeKalb,Tennessee,TN
7526.0,Lake,Tennessee,TN
456185.0,Knox,Tennessee,TN
11956.0,Lewis,Tennessee,TN
52773.0,McMinn,Tennessee,TN
32269.0,Marshall,Tennessee,TN
30520.0,Obion,Tennessee,TN
32628.0,Rhea,Tennessee,TN
21954.0,Scott,Tennessee,TN
61446.0,Tipton,Tennessee,TN
75775.0,Anderson,Tennessee,TN
37576.0,Dyer,Tennessee,TN
17994.0,Fentress,Tennessee,TN
49175.0,Gibson,Tennessee,TN
357546.0,Hamilton,Tennessee,TN
51610.0,Loudon,Tennessee,TN
307128.0,Rutherford,Tennessee,TN
19458.0,Smith,Tennessee,TN
132663.0,Wilson,Tennessee,TN
156734.0,Sullivan,Tennessee,TN
40454.0,Warren,Tennessee,TN
127055.0,Washington,Tennessee,TN
16112.0,Benton,Tennessee,TN
39687.0,Campbell,Tennessee,TN
13976.0,Cannon,Tennessee,TN
39692.0,Fayette,Tennessee,TN
6585.0,Hancock,Tennessee,TN
17789.0,Johnson,Tennessee,TN
33711.0,Lincoln,Tennessee,TN
6322.0,Moore,Tennessee,TN
41512.0,Franklin,Tennessee,TN
128443.0,Blount,Tennessee,TN
42937.0,Lawrence,Tennessee,TN
56391.0,Carter,Tennessee,TN
23013.0,Grainger,Tennessee,TN
26297.0,Lauderdale,Tennessee,TN
28417.0,Marion,Tennessee,TN
22004.0,Overton,Tennessee,TN
179473.0,Sumner,Tennessee,TN
9573.0,Trousdale,Tennessee,TN
218648.0,Williamson,Tennessee,TN
7686.0,Clay,Tennessee,TN
68669.0,Greene,Tennessee,TN
937005.0,Shelby,Tennessee,TN
5704.0,Van Buren,Tennessee,TN
27859.0,Henderson,Tennessee,TN
24678.0,Hickman,Tennessee,TN
53247.0,Jefferson,Tennessee,TN
14730.0,Sequatchie,Tennessee,TN
96287.0,Sevier,Tennessee,TN
28018.0,Carroll,Tennessee,TN
17150.0,Chester,Tennessee,TN
684017.0,Davidson,Tennessee,TN
11615.0,Jackson,Tennessee,TN
7912.0,Perry,Tennessee,TN
52897.0,Roane,Tennessee,TN
11962.0,Meigs,Tennessee,TN
63740.0,Hamblen,Tennessee,TN
17779.0,Haywood,Tennessee,TN
8176.0,Houston,Tennessee,TN
25771.0,Hardin,Tennessee,TN
25562.0,Hardeman,Tennessee,TN
16782.0,Polk,Tennessee,TN
26580.0,White,Tennessee,TN
17780.0,Unicoi,Tennessee,TN
33626.0,Weakley,Tennessee,TN
14602.0,Bledsoe,Tennessee,TN
54531.0,Coffee,Tennessee,TN
56402.0,Hawkins,Tennessee,TN
23487.0,Macon,Tennessee,TN
69344.0,Robertson,Tennessee,TN
39929.0,Cheatham,Tennessee,TN
29167.0,Giles,Tennessee,TN
97682.0,Madison,Tennessee,TN
5088.0,Pickett,Tennessee,TN
16649.0,Wayne,Tennessee,TN
47558.0,Bedford,Tennessee,TN
58634.0,Cumberland,Tennessee,TN
31613.0,Claiborne,Tennessee,TN
18318.0,Humphreys,Tennessee,TN
76440.0,Putnam,Tennessee,TN
13301.0,Stewart,Tennessee,TN
11683.0,Decatur,Tennessee,TN
25903.0,McNairy,Tennessee,TN
104557.0,Bradley,Tennessee,TN
13191.0,Cass,Iowa,IA
11468.0,Cherokee,Iowa,IA
17132.0,Crawford,Iowa,IA
39600.0,Des Moines,Iowa,IA
19929.0,Fayette,Iowa,IA
14143.0,Harrison,Iowa,IA
15075.0,Kossuth,Iowa,IA
14957.0,Mills,Iowa,IA
8796.0,Monona,Iowa,IA
42950.0,Muscatine,Iowa,IA
6115.0,Osceola,Iowa,IA
474274.0,Polk,Iowa,IA
36757.0,Webster,Iowa,IA
96922.0,Story,Iowa,IA
102398.0,Woodbury,Iowa,IA
133009.0,Black Hawk,Iowa,IA
12341.0,Grundy,Iowa,IA
19395.0,Jackson,Iowa,IA
20568.0,Jones,Iowa,IA
34541.0,Lee,Iowa,IA
10631.0,Mitchell,Iowa,IA
49361.0,Warren,Iowa,IA
9868.0,Sac,Iowa,IA
25039.0,Plymouth,Iowa,IA
16313.0,Clay,Iowa,IA
47218.0,Clinton,Iowa,IA
17258.0,Delaware,Iowa,IA
6413.0,Wayne,Iowa,IA
222121.0,Linn,Iowa,IA
172288.0,Scott,Iowa,IA
13911.0,O'Brien,Iowa,IA
25626.0,Benton,Iowa,IA
96802.0,Dubuque,Iowa,IA
15110.0,Hamilton,Iowa,IA
6898.0,Pocahontas,Iowa,IA
12453.0,Union,Iowa,IA
7223.0,Van Buren,Iowa,IA
4984.0,Ringgold,Iowa,IA
8885.0,Davis,Iowa,IA
7124.0,Adair,Iowa,IA
5637.0,Audubon,Iowa,IA
9282.0,Clarke,Iowa,IA
6916.0,Ida,Iowa,IA
10200.0,Keokuk,Iowa,IA
7863.0,Monroe,Iowa,IA
35315.0,Wapello,Iowa,IA
34825.0,Sioux,Iowa,IA
9780.0,Calhoun,Iowa,IA
18445.0,Cedar,Iowa,IA
42984.0,Cerro Gordo,Iowa,IA
9003.0,Greene,Iowa,IA
17127.0,Hardin,Iowa,IA
8597.0,Lucas,Iowa,IA
10571.0,Winnebago,Iowa,IA
9055.0,Palo Alto,Iowa,IA
12510.0,Appanoose,Iowa,IA
16207.0,Iowa,Iowa,IA
36891.0,Jasper,Iowa,IA
20401.0,Winneshiek,Iowa,IA
18605.0,Poweshiek,Iowa,IA
40271.0,Marshall,Iowa,IA
26399.0,Boone,Iowa,IA
24782.0,Bremer,Iowa,IA
9264.0,Howard,Iowa,IA
9551.0,Emmet,Iowa,IA
10888.0,Hancock,Iowa,IA
15890.0,Madison,Iowa,IA
33207.0,Marion,Iowa,IA
12804.0,Wright,Iowa,IA
10155.0,Montgomery,Iowa,IA
22208.0,Mahaska,Iowa,IA
21125.0,Buchanan,Iowa,IA
8044.0,Decatur,Iowa,IA
18077.0,Jefferson,Iowa,IA
13880.0,Allamakee,Iowa,IA
84002.0,Dallas,Iowa,IA
14735.0,Butler,Iowa,IA
6968.0,Fremont,Iowa,IA
6201.0,Taylor,Iowa,IA
7489.0,Worth,Iowa,IA
3726.0,Adams,Iowa,IA
12099.0,Chickasaw,Iowa,IA
17056.0,Dickinson,Iowa,IA
147001.0,Johnson,Iowa,IA
17136.0,Tama,Iowa,IA
10245.0,Franklin,Iowa,IA
20344.0,Carroll,Iowa,IA
15858.0,Floyd,Iowa,IA
11223.0,Louisa,Iowa,IA
11769.0,Lyon,Iowa,IA
11694.0,Shelby,Iowa,IA
19926.0,Henry,Iowa,IA
15363.0,Page,Iowa,IA
93503.0,Pottawattamie,Iowa,IA
17672.0,Clayton,Iowa,IA
20260.0,Buena Vista,Iowa,IA
10674.0,Guthrie,Iowa,IA
9566.0,Humboldt,Iowa,IA
22143.0,Washington,Iowa,IA
3663.0,Smith,Kansas,KS
7616.0,Grant,Kansas,KS
7470.0,Kingman,Kansas,KS
66468.0,Butler,Kansas,KS
10104.0,Nemaha,Kansas,KS
23545.0,Pottawatomie,Kansas,KS
20331.0,Cherokee,Kansas,KS
3097.0,Lincoln,Kansas,KS
23208.0,Sumner,Kansas,KS
2858.0,Trego,Kansas,KS
8780.0,Wilson,Kansas,KS
3170.0,Woodson,Kansas,KS
2955.0,Ness,Kansas,KS
3603.0,Osborne,Kansas,KS
14702.0,Bourbon,Kansas,KS
2616.0,Hamilton,Kansas,KS
2526.0,Kiowa,Kansas,KS
178284.0,Shawnee,Kansas,KS
5966.0,Sherman,Kansas,KS
7824.0,Thomas,Kansas,KS
32970.0,Montgomery,Kansas,KS
5566.0,Morris,Kansas,KS
2509.0,Rawlins,Kansas,KS
5118.0,Rooks,Kansas,KS
2053.0,Clark,Kansas,KS
6293.0,Ellsworth,Kansas,KS
5673.0,Harper,Kansas,KS
6977.0,Russell,Kansas,KS
33299.0,Lyon,Kansas,KS
6709.0,Pawnee,Kansas,KS
12630.0,Allen,Kansas,KS
1780.0,Comanche,Kansas,KS
2562.0,Elk,Kansas,KS
2619.0,Gove,Kansas,KS
34555.0,Harvey,Kansas,KS
1842.0,Hodgeman,Kansas,KS
3932.0,Kearny,Kansas,KS
4214.0,Stafford,Kansas,KS
28630.0,McPherson,Kansas,KS
15882.0,Osage,Kansas,KS
1200.0,Greeley,Kansas,KS
8296.0,Coffey,Kansas,KS
39108.0,Crawford,Kansas,KS
28878.0,Ellis,Kansas,KS
6156.0,Greenwood,Kansas,KS
20367.0,Labette,Kansas,KS
9635.0,Linn,Kansas,KS
512064.0,Sedgwick,Kansas,KS
22692.0,Seward,Kansas,KS
4686.0,Republic,Kansas,KS
2545.0,Graham,Kansas,KS
585502.0,Johnson,Kansas,KS
119319.0,Douglas,Kansas,KS
2506.0,Sheridan,Kansas,KS
33127.0,Miami,Kansas,KS
6037.0,Gray,Kansas,KS
1575.0,Wallace,Kansas,KS
5686.0,Stevens,Kansas,KS
5525.0,Washington,Kansas,KS
3367.0,Chautauqua,Kansas,KS
2838.0,Morton,Kansas,KS
63101.0,Reno,Kansas,KS
9060.0,Cloud,Kansas,KS
4949.0,Scott,Kansas,KS
7736.0,Doniphan,Kansas,KS
4047.0,Haskell,Kansas,KS
1642.0,Lane,Kansas,KS
16125.0,Neosho,Kansas,KS
9664.0,Brown,Kansas,KS
5408.0,Phillips,Kansas,KS
75296.0,Riley,Kansas,KS
2881.0,Decatur,Kansas,KS
18888.0,Jefferson,Kansas,KS
13318.0,Jackson,Kansas,KS
2810.0,Logan,Kansas,KS
164345.0,Wyandotte,Kansas,KS
8142.0,Clay,Kansas,KS
54977.0,Saline,Kansas,KS
6888.0,Wabaunsee,Kansas,KS
6222.0,Mitchell,Kansas,KS
16363.0,Atchison,Kansas,KS
36957.0,Finney,Kansas,KS
80042.0,Leavenworth,Kansas,KS
2063.0,Stanton,Kansas,KS
4261.0,Meade,Kansas,KS
9582.0,Pratt,Kansas,KS
7852.0,Anderson,Kansas,KS
34895.0,Geary,Kansas,KS
34484.0,Ford,Kansas,KS
9798.0,Marshall,Kansas,KS
2677.0,Cheyenne,Kansas,KS
35591.0,Cowley,Kansas,KS
25563.0,Franklin,Kansas,KS
2916.0,Jewell,Kansas,KS
9762.0,Rice,Kansas,KS
2645.0,Chase,Kansas,KS
2143.0,Wichita,Kansas,KS
5486.0,Norton,Kansas,KS
26791.0,Barton,Kansas,KS
2925.0,Edwards,Kansas,KS
3102.0,Rush,Kansas,KS
12032.0,Marion,Kansas,KS
5902.0,Ottawa,Kansas,KS
4733.0,Barber,Kansas,KS
19004.0,Dickinson,Kansas,KS
12745.0,Butler,Kentucky,KY
12122.0,Edmonson,Kentucky,KY
18668.0,Harrison,Kentucky,KY
8306.0,Bracken,Kentucky,KY
8186.0,Lyon,Kentucky,KY
7517.0,Elliott,Kentucky,KY
767154.0,Jefferson,Kentucky,KY
14156.0,Larue,Kentucky,KY
17153.0,Mason,Kentucky,KY
21516.0,Mercer,Kentucky,KY
2143.0,Robertson,Kentucky,KY
17760.0,Russell,Kentucky,KY
12019.0,Washington,Kentucky,KY
8090.0,Ballard,Kentucky,KY
43680.0,Barren,Kentucky,KY
11023.0,Green,Kentucky,KY
8719.0,Hancock,Kentucky,KY
11919.0,Martin,Kentucky,KY
108095.0,Hardin,Kentucky,KY
9331.0,McLean,Kentucky,KY
24071.0,Ohio,Kentucky,KY
12321.0,Powell,Kentucky,KY
13155.0,Webster,Kentucky,KY
12727.0,Caldwell,Kentucky,KY
15796.0,Casey,Kentucky,KY
72263.0,Christian,Kentucky,KY
26178.0,Grayson,Kentucky,KY
15814.0,Henry,Kentucky,KY
45664.0,Hopkins,Kentucky,KY
13373.0,Jackson,Kentucky,KY
60180.0,Laurel,Kentucky,KY
31166.0,Marshall,Kentucky,KY
28326.0,Meade,Kentucky,KY
27759.0,Montgomery,Kentucky,KY
7100.0,Nicholas,Kentucky,KY
65374.0,Oldham,Kentucky,KY
10741.0,Owen,Kentucky,KY
